"supplier_name","po_value","pro_class_description","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Access Independent","8400","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","13155","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","25000","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2448","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","5850","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","3600","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2100","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Totally Local Company Ltd","11000","Works - Construction, Repair & Maintenance  ","90919300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Totally Local Company Ltd","11184.4","Cleaning & Janitorial  ","90919300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Totally Local Company Ltd","400","Cleaning & Janitorial  ","90919300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Totally Local Company Ltd","10000","Supplies and services","90919300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Totally Local Company Ltd","11296.4","Environmental Services Technical Equipment ","90919300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Totally Local Company Ltd","65000","Works - Construction, Repair & Maintenance  ","90919300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","377520","Fees and Charges","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","8666","Human Resources Temporary & Agency Staff ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","9264.67","Human Resources Temporary & Agency Staff ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","9855.56","Third party payments - Public Sector","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","6579.75","Human Resources Temporary & Agency Staff ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","436947","Fees and Charges","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","12731.4","Third party payments - Public Sector","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","33000","Human Resources Temporary & Agency Staff ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","33000","Human Resources Temporary & Agency Staff ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","434667","Fees and Charges","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRAFFORD COUNCIL","10000","Legal Services  ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trojan Consultants Ltd","24144","Information Communication Technology  ","48812000","79412000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","240.21","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","89.73","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","67.39","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","59.82","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","148.91","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","769.56","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","3166.31","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","2254.7","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","586.96","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","1277.18","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","941.31","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","569.56","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","590.22","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","268.48","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","3740.21","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","3343.21","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","4731.7","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","3740.21","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","2991.3","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","2891.3","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","2732.96","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","2732.96","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","583.69","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","164.77","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","879.09","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","2000","Information Communication Technology  ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","180.33","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","76.85","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","3150.68","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","29.7","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","307.38","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","1847.06","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trustmarque Solutions Ltd","1500","Environmental Services Technical Equipment ","48000000|72000000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","2560","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","816","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","2200","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","6400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","6400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1124.1","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","408","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","65","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","20.8","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","340","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","6400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","723","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","600","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1500","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","6400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","749.4","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","32.5","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","14","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","30","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","816","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","2250","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","2250","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","52","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","5120","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","201","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","5120","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","816","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1500","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","52","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","12800","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","936.75","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1632","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","3000","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1470","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","5120","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","2250","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","816","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","27","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","19.5","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","5120","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","2250","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","816","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","342.8","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","41.6","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1500","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1124.1","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1632","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","1400","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","19.5","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","40.5","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","7","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","15","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","52","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","64","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"Tunstall Healthcare (UK) Ltd","5120","Furniture & Soft Furnishings  ","48000000|79711000|85000000","|51300000|72000000","|50300000|64200000","|32500000","|33195000","|48814000","|79711000","|85323000","","","","","","","","","","","","","","","","","","","",""
"UK Container Maintenance Ltd","2447.6","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container Maintenance Ltd","2345.1","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container Maintenance Ltd","993.6","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","887.76","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","443.88","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container Maintenance Ltd","232.24","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","2345.1","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","3604.48","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","2717.39","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","2717.39","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container Maintenance Ltd","2798.64","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","3051.88","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container Maintenance Ltd","2444.7","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","2444.7","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","2244.8","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","4674.24","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","5633.76","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","4704.8","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UK Container maintenance Ltd","850","Environmental Services Waste Management","19640000|39224340","|34913000","|39234000","|42914000","|50514000","|34928480","|39224340","","","","","","","","","","","","","","","","","","","","",""
"UNITED RESPONSE","159392","Social Community Care Supplies & Services  ","66500000|85000000|85100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Response","373441","Social Community Care Supplies & Services  ","66500000|85000000|85100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNITED RESPONSE","17640","Social Community Care Supplies & Services  ","66500000|85000000|85100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Response","4233.6","Social Community Care Supplies & Services  ","66500000|85000000|85100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNITED RESPONSE","4233.6","Social Community Care Supplies & Services  ","66500000|85000000|85100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Response","14112","Social Community Care Supplies & Services  ","66500000|85000000|85100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"University of Manchester","8147","Consultancy   ","73000000|73110000|80000000|80511000|85111810","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"University of Manchester","7200","Human Resources  ","73000000|73110000|80000000|80511000|85111810","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VALTECH LIMITED","6000","Works - Construction, Repair & Maintenance  ","72000000|72222300|72246000|72315100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virgin Media Business","15520.8","Information Communication Technology  ","32000000|32400000|32430000|32551400|48000000|50312600|50334000|72000000|72300000|72400000|72720000","|48000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
