"supplier_name","total_value","service","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"The Pennine Acute Hospitals Nhs Trust","14969","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","14969","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","14969","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","14969","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","14969","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","21012","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","21478","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","8938.64","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10288.9","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10288.9","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","49779.2","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10288.9","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5919","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","6324","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5468","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10288.9","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5416","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","6431","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5545","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5586","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","6490","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5951","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10288.9","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","9161","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","6773","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","6888","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10800","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","12350","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","13612","PUBLIC HEALTH","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","8456","CUSTOMERS & CORPORATE SERVICES","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5492.5","CUSTOMERS & CORPORATE SERVICES","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","16999","CUSTOMERS & CORPORATE SERVICES","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","8499.5","CUSTOMERS & CORPORATE SERVICES","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","78108","CUSTOMERS & CORPORATE SERVICES","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","34920","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","458333","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","458333","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","458333","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","458333","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","38400","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","10000","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469167","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469167","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","16666.7","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","38400","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","5831","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","13333.3","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","20000","PHYSICAL DIS & OLDER PEOPLE","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","39600","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","30000","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","19999.9","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","46800","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","42000","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","8410","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","7495.94","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","9358.22","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","6666.64","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","475910","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","500972","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","19999.9","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","30000","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","19999.9","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","44400","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","48000","ADULT CARE LCO FUNCTIONS","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","921444","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","460722","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","460722","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","502947","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469167","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469167","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469167","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469167","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","538674","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","469637","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","539205","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","475910","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","475910","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","475910","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","475910","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Pennine Acute Hospitals Nhs Trust","488440","BETTER CARE FUND POOLED BUDGET","79620000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Royal National College for the Blind","10317.7","EARLY HELP AND SCHOOLS","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Royal National College for the Blind","10317.7","EARLY HELP AND SCHOOLS","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Royal National College for the Blind","11565.7","EARLY HELP AND SCHOOLS","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Royal National College for the Blind","11656.7","EARLY HELP AND SCHOOLS","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Royal National College for the Blind","11656.7","EARLY HELP AND SCHOOLS","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Royal National College for the Blind","23313.3","EARLY HELP AND SCHOOLS","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","10776.6","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12209.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12659","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12253.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11037.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11483.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","9984.18","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8745.88","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","13495.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16083.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","9857.55","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","10776.6","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8828.33","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","9730.88","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","9857.55","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8828.33","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","9984.18","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16038.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","13495.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8745.88","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11037.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11483.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12253.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12209.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12659","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","10776.6","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8828.33","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8745.88","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","13495.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16038.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14432.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12659","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11483.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11044.7","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12253","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12210","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14432.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8745.88","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16038.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","13495.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8828.33","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14432.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14432.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14827.7","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12253","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12210","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12659","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11044.7","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11483.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12253","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11483.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11044.7","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12659","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12210","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14432.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8828.33","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16038.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","13495.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8745.88","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8310.37","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14432.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14827.7","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8476.58","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8920.8","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","13765","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16359.6","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","9004.9","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14721","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14721","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","18302.2","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11724.2","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11724.2","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","8476.58","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","10566.2","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","12253.1","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","7325.86","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","11483.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","31282.3","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","92403","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","80826","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","20209.4","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","16197.5","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Together Trust","14117.2","EARLY HELP AND SCHOOLS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The University of Manchester","11430","ECONOMY AND ENVIRONMENT","73000000|75211200|79212000|80430000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The University of Manchester","5422","EARLY HELP AND SCHOOLS","73000000|75211200|79212000|80430000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THE UNIVERSITY OF MANCHESTER","6440","EARLY HELP AND SCHOOLS","73000000|75211200|79212000|80430000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The University of Manchester","5172","EARLY HELP AND SCHOOLS","73000000|75211200|79212000|80430000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THE UNIVERSITY OF MANCHESTER","6440","EARLY HELP AND SCHOOLS","73000000|75211200|79212000|80430000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The University of Manchester","12000","NEIGHBOURHOODS AND ENVIRONMENT","73000000|75211200|79212000|80430000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
