Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
Churchill Environmental Services                                                          ,P007839   ,2016-07-08,2016-09-09,760055,268,16493,Public Halls                                                                                                                                                                                            ,STH - legionella remedials and tank clean                                                                                                                                                                                                                                                                   
Churchill Environmental Services                                                          ,P007839   ,2016-07-08,2016-09-09,760055,483,16493,Arts Development                                                                                                                                                                                        ,THG - legionella remedials and tank clean                                                                                                                                                                                                                                                                   
Churchill Environmental Services                                                          ,P007839   ,2016-07-08,2016-09-09,760055,158,16493,Public Conveniences                                                                                                                                                                                     ,West St PC - legionella remedials                                                                                                                                                                                                                                                                           
Churchill Environmental Services                                                          ,P007839   ,2016-07-08,2016-09-09,760055,163,16493,Public Conveniences                                                                                                                                                                                     ,West Walk PC - legionella remedials                                                                                                                                                                                                                                                                         
Churchill Environmental Services                                                          ,P007839   ,2016-07-08,2016-09-09,760055,590,16493,Sports Grounds                                                                                                                                                                                          ,Withy CR - legionella remedials and tank clea                                                                                                                                                                                                                                                               
Zurich Municipal                                                                          ,P007836   ,2016-07-07,2016-07-14,579394,278844,304116,Financial Services                                                                                                                                                                                      ,Buildings Insurance Policy 2016-17                                                                                                                                                                                                                                                                          
Zurich Municipal                                                                          ,P007836   ,2016-07-07,2016-07-14,579394,24457,608232,Financial Services                                                                                                                                                                                      ,Insurance Policy 2016-17                                                                                                                                                                                                                                                                                    
Zurich Municipal                                                                          ,P007836   ,2016-07-07,2016-07-14,579394,813,304116,Financial Services                                                                                                                                                                                      ,Insurance Renewal 2016-17                                                                                                                                                                                                                                                                                   
Advanced Business Solutions                                                               ,P007792   ,2016-07-01,2016-07-08,601331,22000,22000,Ict Services                                                                                                                                                                                            ,eFinancials V5 Upgrade                                                                                                                                                                                                                                                                                      
Devon County Council                                                                      ,P007784   ,2016-06-30,2016-07-01,103012,10000,10000,Growth Point                                                                                                                                                                                            ,Consultancy Fees Clyst Valley Trail                                                                                                                                                                                                                                                                         
Footprint Ecology Ltd                                                                     ,P007783   ,2016-06-30,2016-07-01,552444,15000,15000,Growth Point                                                                                                                                                                                            ,Consultancy fees - Greater Exeter Assessment`                                                                                                                                                                                                                                                               
Craemer                                                                                   ,P007778   ,2016-06-29,2016-07-26,607800,6240,6240,Refuse Collection & Recycling                                                                                                                                                                           ,180 litre wheeled bin grey with hot foil                                                                                                                                                                                                                                                                    
Archant South West                                                                        ,P007763   ,2016-06-29,2016-07-04,437271,12000,7480,Development Managment                                                                                                                                                                                   ,Departure notices - 01.07.2016 - 30.07.2016                                                                                                                                                                                                                                                                 
Hanover Lifts                                                                             ,P007756   ,2016-06-28,2016-08-31,942766,8638,8638,Corporate Buildings                                                                                                                                                                                     ,ETH - supply and fit of new platform lift as                                                                                                                                                                                                                                                                
Hanover Lifts                                                                             ,P007756   ,2016-06-28,2016-08-31,942766,8638,8638,Corporate Buildings                                                                                                                                                                                     ,ETH - supply and fit of new platform lift as                                                                                                                                                                                                                                                                
Julian Brown Consultancy Limited                                                          ,P007703   ,2016-06-16,2016-06-22,433339,4560,10070,Capital Regeneration Economy                                                                                                                                                                            ,Badger bait marking study Queens Drive Exmou                                                                                                                                                                                                                                                                
Strata Service Solutions Ltd                                                              ,P007691   ,2016-06-14,2016-10-01,265114,576715,1153430,Ict Services                                                                                                                                                                                            ,QTR 3 - Revenue-Provision of IT services 2016                                                                                                                                                                                                                                                               
Strata Service Solutions Ltd                                                              ,P007691   ,2016-06-14,2017-01-01,265114,576715,1153430,Ict Services                                                                                                                                                                                            ,QTR 4 - Revenue-Provision of IT services 2016                                                                                                                                                                                                                                                               
Johnston Sweepers Ltd                                                                     ,P007681   ,2016-06-13,2016-06-30,838128,5190,15571,Street Cleansing                                                                                                                                                                                        ,Johnston Sweeper C101 LJ14 CDU 16/17                                                                                                                                                                                                                                                                        
Capita Property & Infrastructure Ltd                                                      ,P007680   ,2016-06-13,2016-08-31,607630,6750,6750,Supervision And Mgt Special                                                                                                                                                                             ,HRA Business Plan & User Group                                                                                                                                                                                                                                                                              
Strata Service Solutions Ltd                                                              ,P007675   ,2016-06-13,2016-06-20,265114,576715,576715,Ict Services                                                                                                                                                                                            ,Revenue - Provision of IT services 2016/17 Qt                                                                                                                                                                                                                                                               
Kendall Kingscott                                                                         ,P007653   ,2016-06-09,2016-06-16,117931,5000,6000,Capital Regeneration Economy                                                                                                                                                                            ,Schedule of condition surveys Mamhead View an                                                                                                                                                                                                                                                               
Strata Service Solutions Ltd                                                              ,P007650   ,2016-06-09,2016-09-30,265114,9754,28530,Ict Services                                                                                                                                                                                            ,Hannah Cole Salary Recharge April - September                                                                                                                                                                                                                                                               
Strata Service Solutions Ltd                                                              ,P007650   ,2016-06-09,2016-09-30,265114,18467,28530,Ict Services                                                                                                                                                                                            ,Jonathan Williams Salary recharge April - Oct                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007626   ,2016-06-07,2016-09-30,51699,2000,5511,Parks And Pleasure Grounds                                                                                                                                                                              ,Connaught Gardens - re-pointing of brickwork                                                                                                                                                                                                                                                                
Alphabet (Uk) Limited                                                                     ,P007617   ,2016-06-06,2016-09-01,300401,3140,15703,Street Scene Support Services                                                                                                                                                                           ,2016/17 Ford Transit Custom                                                                                                                                                                                                                                                                                 
Midland Software Limited                                                                  ,P007595   ,2016-06-01,2016-06-28,601349,250,16987,Ict Services                                                                                                                                                                                            ,iTrent / Civica Interface                                                                                                                                                                                                                                                                                   
Midland Software Limited                                                                  ,P007595   ,2016-06-01,2016-06-28,601349,14475,16987,Ict Services                                                                                                                                                                                            ,iTrent Rental                                                                                                                                                                                                                                                                                               
Midland Software Limited                                                                  ,P007595   ,2016-06-01,2016-06-28,601349,384,16987,Ict Services                                                                                                                                                                                            ,iTrent Rental Employee & Manager Self Service                                                                                                                                                                                                                                                               
Midland Software Limited                                                                  ,P007595   ,2016-06-01,2016-06-28,601349,1000,16987,Ict Services                                                                                                                                                                                            ,RTI & Pension Reform rental                                                                                                                                                                                                                                                                                 
Midland Software Limited                                                                  ,P007595   ,2016-06-01,2016-08-31,601349,878,16987,Ict Services                                                                                                                                                                                            ,Time and Attendance (workforce software) for                                                                                                                                                                                                                                                                
I J Cannings & Son Ltd                                                                    ,P007589   ,2016-05-31,2016-07-08,190527,7951,8140,Economic Development                                                                                                                                                                                    ,EDBC - air conditioning replacements training                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,500,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Ax LC - Gutter clearing and minor roof repair                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,250,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Broadclyst LC - Gutter clearing and minor roo                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,200,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Colyton LC - Gutter clearing and minor roof r                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Parks And Pleasure Grounds                                                                                                                                                                              ,Connaught Gdns Shelters - gutter clearing and                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Public Conveniences                                                                                                                                                                                     ,Connaught Gdns Toilets - gutter clearing and                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,125,6175,Economic Development                                                                                                                                                                                    ,ED Business Centre - gutter clearing and mino                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,500,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Exmouth LC - Gutter clearing and minor roof r                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,250,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Exmouth Pavilion - Gutter clearing and minor                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,250,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Exmouth Tennis - Gutter clearing and minor ro                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,250,6175,Corporate Buildings                                                                                                                                                                                     ,Exmouth Town Hall - gutter clearing and minor                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Beaches & Foreshores                                                                                                                                                                                    ,Foxholes Chalets - gutter clearing and minor                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Beach Properties                                                                                                                                                                                        ,Harbour View Cafe - gutter clearing and minor                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Markets                                                                                                                                                                                                 ,Hon Cattle Market - gutter clearing and minor                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,200,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Honiton LC - gutter clearing and minor roof r                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,200,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Honiton Pool - gutter clearing and minor roof                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Public Halls                                                                                                                                                                                            ,Hon New Street Chapel - gutter clearing and m                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,500,6175,Corporate Buildings                                                                                                                                                                                     ,Knowle Council Offices - gutter clearing and                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Public Conveniences                                                                                                                                                                                     ,Magnolia Centre Toilets - gutter clearing and                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Public Conveniences                                                                                                                                                                                     ,Manor Gardens Toilets - gutter clearing and m                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,150,6175,Public Halls                                                                                                                                                                                            ,Manor Pavilion Theatre  - gutter clearing and                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Industrial Sites                                                                                                                                                                                        ,Manstone Workshops - gutter clearing and mino                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Industrial Sites                                                                                                                                                                                        ,Millwey Rise Workshops - Gutter clearing and                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Amenity Facilities                                                                                                                                                                                      ,Norman L Observatory - gutter clearing and mi                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Ottery LC - gutter clearing and minor roof re                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Phear Park Cafe - gutter clearing and minor r                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Parks And Pleasure Grounds                                                                                                                                                                              ,Phear Park Lodge - gutter clearing and minor                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Public Conveniences                                                                                                                                                                                     ,Phear Park Toilets - gutter clearing and mino                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Industrial Sites                                                                                                                                                                                        ,Riverside Workshops - gutter clearing and min                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Industrial Sites                                                                                                                                                                                        ,Salterton Workshops - Gutter clearing and min                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,250,6175,Public Halls                                                                                                                                                                                            ,Seaton Town Hall - gutter clearing and minor                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Sports Grounds                                                                                                                                                                                          ,Sidford Changing Rooms - gutter clearing and                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Cemeteries                                                                                                                                                                                              ,Sidmouth Cemetery - gutter clearing and minor                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Public Halls                                                                                                                                                                                            ,Sidmouth Drill Hall - gutter clearing and min                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Sidmouth LC - gutter clearing and minor roof                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Markets                                                                                                                                                                                                 ,Sidmouth Market - gutter clearing and minor r                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Sports Centres And Swim Pools                                                                                                                                                                           ,Sidmouth Pool - gutter clearing and minor roo                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Arts Development                                                                                                                                                                                        ,Thelma H Gallery - gutter clearing and minor                                                                                                                                                                                                                                                                
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,50,6175,Sports Grounds                                                                                                                                                                                          ,Withy Common Changing Ro - gutter clearing an                                                                                                                                                                                                                                                               
A+ Building And Maintenance                                                               ,P007569   ,2016-05-25,2016-11-25,51699,100,6175,Corporate Buildings                                                                                                                                                                                     ,Younghayes - Gutter clearing and minor roof r                                                                                                                                                                                                                                                               
