"supplier_name","account_name","service","total_value","privilege","trade_cat","service_category"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","24320","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","10000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","7000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","18000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22500","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22000","Legal","79620000","economy"
"THE UNIVERSITY OF MANCHESTER","ACTIVITIES","ECONOMY AND ENVIRONMENT","11430","Development","73410000","economy"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Education","80000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Education","80000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Education","80000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Education","80000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85322000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","12750","Health","85000000","education"
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","51000","Health","85000000","education"
"BEVAN BRITTAN LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","14921","Legal","79100000","education"
"BEVAN BRITTAN LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","17472","Legal","79000000","education"
"BEVAN BRITTAN LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","11600","Legal","79000000","education"
"BEVAN BRITTAN LLP","LEGAL SERVICES EXTERNAL","EARLY HELP AND SCHOOLS","9850.5","Legal","79100000","education"
"BEVAN BRITTAN LLP","LEGAL SERVICES EXTERNAL","EARLY HELP AND SCHOOLS","5518.32","Legal","79100000","education"
"BEVAN BRITTAN LLP","CONSULTANT FEES","EARLY HELP AND SCHOOLS","7076","Legal","79100000","education"
"BEVAN BRITTAN LLP","CONSULTANT FEES","EARLY HELP AND SCHOOLS","5668.44","Legal","79100000","education"
"BEVAN BRITTAN LLP","LEGAL SERVICES EXTERNAL","EARLY HELP AND SCHOOLS","11835.4","Legal","79100000","education"
"BRITISH TELECOMMUNICATIONS PLC","IMPROVEMENTS-MODERNISATION","EARLY HELP AND SCHOOLS","7159.91","Media","32430000","education"
"CAMBIAN CHILDCARE LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","34410.1","Health","85000000","education"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","EARLY HELP AND SCHOOLS","29400","Utility","64100000","education"
"CRITIQOM LIMITED","PRINTING","EARLY HELP AND SCHOOLS","8000","Paper","22000000","education"
"CRITIQOM LIMITED","PRINTING","EARLY HELP AND SCHOOLS","11080.1","Legal","79800000","education"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","22672.1","Legal","79212000","education"
"ERNST & YOUNG LLP","CONSULTANT FEES","EARLY HELP AND SCHOOLS","27342.2","Legal","79212000","education"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","5446.4","Legal","79212000","education"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","6987.4","Legal","79212000","education"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","6590.56","Legal","79212000","education"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","6626.07","Data","72000000","education"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","9331.56","Legal","79212000","education"
"FAMILY ACTION","GRANTS TO THE VOLUNTARY SECTOR","EARLY HELP AND SCHOOLS","15319.3","Health","85312000","education"
"FAMILY ACTION","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","15319.4","Health","85312000","education"
"FAMILY ACTION","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","15319.4","Education","80000000","education"
"FAMILY ACTION","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","15319.4","Education","80000000","education"
"FAMILY ACTION","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","15319.3","Education","80000000","education"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","6844","Health","85100000","education"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","9696","Health","85100000","education"
"HEALTH MANAGEMENT LIMITED","PRINTING","EARLY HELP AND SCHOOLS","5336","Health","85100000","education"
"HEALTH MANAGEMENT LIMITED","PRINTING","EARLY HELP AND SCHOOLS","6554","Health","85100000","education"
"HOPWOOD HALL COLLEGE","CURRICULUM DEVELOPMENT","EARLY HELP AND SCHOOLS","15000","Education","80000000","education"
"HOPWOOD HALL COLLEGE","ACTIVITIES","EARLY HELP AND SCHOOLS","50000","Transport","60172000","education"
"HOPWOOD HALL COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","79995.7","Transport","60172000","education"
"HOPWOOD HALL COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","79995.7","Transport","60172000","education"
"HOPWOOD HALL COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","5075","Transport","60172000","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","5314.13","Administration","75211200","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","5685.27","Administration","75211200","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","5000","Buildings","71311000","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","10000","Buildings","71311000","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","6212.07","Buildings","71311000","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","7822.63","Buildings","71311000","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","13000","Buildings","71311000","education"
"MOTT MACDONALD LIMITED","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","8518","Buildings","71311000","education"
"OFFICE DEPOT UK LIMITED","PRINTING","EARLY HELP AND SCHOOLS","7000","Consumer Products","39830000","education"
"OFFICE DEPOT UK LIMITED","PRINTING","EARLY HELP AND SCHOOLS","5258.28","Legal","79800000","education"
"OFFICE DEPOT UK LIMITED","PRINTING","EARLY HELP AND SCHOOLS","5347.37","Legal","79800000","education"
"PURE INNOVATIONS LIMITED","TRAVELLING GENERAL EXPENSES","EARLY HELP AND SCHOOLS","9332.5","Health","85000000","education"
"PURE INNOVATIONS LIMITED","TRAVELLING GENERAL EXPENSES","EARLY HELP AND SCHOOLS","9332.5","Health","85000000","education"
"PURE INNOVATIONS LIMITED","CONVEYANCE OF CHILDREN (NOT HOME - SCHOO","EARLY HELP AND SCHOOLS","9332.5","Education","80000000","education"
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","28451","Material","44421790","education"
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","5336","Material","44421790","education"
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","28255.4","Material","44421790","education"
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","28232","Material","44421790","education"
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","29590","Legal","79710000","education"
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","27740.8","Legal","79710000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","10385.2","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","10385.2","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","10385.2","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","8654.34","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","8654.34","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","8654.34","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","8654.34","Education","80000000","education"
"SPORT WORKS","ACTIVITIES","EARLY HELP AND SCHOOLS","8654.34","Education","80000000","education"
"STONE COMPUTERS LIMITED","ACTIVITIES","EARLY HELP AND SCHOOLS","8835","Data","72000000","education"
"STONE COMPUTERS LIMITED","IT EQUIPMENT","EARLY HELP AND SCHOOLS","7932","Data","72000000","education"
"STONE COMPUTERS LIMITED","IT EQUIPMENT","EARLY HELP AND SCHOOLS","7860","Data","72000000","education"
"STONE COMPUTERS LIMITED","IT EQUIPMENT","EARLY HELP AND SCHOOLS","10155","Data","30200000","education"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","6696","Transport","34000000","education"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","10681","Transport","34000000","education"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","9566","Transport","34000000","education"
"THE MANCHESTER COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","5830","Legal","79341200","education"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","10584","Health","85150000","education"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","7836","Health","85150000","education"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","8533","Health","85150000","education"
"THE ROYAL NATIONAL COLLEGE FOR THE BLIND","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","11565.7","Food","55520000","education"
"THE ROYAL NATIONAL COLLEGE FOR THE BLIND","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","11656.7","Food","55520000","education"
"THE ROYAL NATIONAL COLLEGE FOR THE BLIND","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","11656.7","Food","55520000","education"
"THE ROYAL NATIONAL COLLEGE FOR THE BLIND","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","23313.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8828.33","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8745.88","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","13495.1","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","16038.8","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8310.37","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8310.37","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14432.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12659","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11483.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11044.7","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12253","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12210","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14432.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8310.37","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8310.37","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8745.88","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","16038.8","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","13495.1","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8828.33","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14432.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14432.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14827.7","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12253","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12210","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12659","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11044.7","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11483.3","Education","80000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12253","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11483.3","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11044.7","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12659","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12210","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8310.37","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14432.3","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8828.33","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","16038.8","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","13495.1","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8745.88","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8310.37","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14432.3","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14827.7","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8476.58","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8920.8","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","13765","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","16359.6","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","9004.9","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14721","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","14721","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","18302.2","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11724.2","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11724.2","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","8476.58","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","10566.2","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","12253.1","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","7325.86","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","11483.3","Health","85300000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","31282.3","Health","85000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","92403","Health","85000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","80826","Health","85000000","education"
"THE TOGETHER TRUST","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","20209.4","Health","85000000","education"
"THE TOGETHER TRUST","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","16197.5","Health","85000000","education"
"THE TOGETHER TRUST","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","14117.2","Health","85000000","education"
"THE UNIVERSITY OF MANCHESTER","BASIC SALARIES","EARLY HELP AND SCHOOLS","5422","Education","80000000","education"
"THE UNIVERSITY OF MANCHESTER","BASIC SALARIES","EARLY HELP AND SCHOOLS","6440","Development","73000000","education"
"THE UNIVERSITY OF MANCHESTER","BASIC SALARIES","EARLY HELP AND SCHOOLS","5172","Development","73000000","education"
"THE UNIVERSITY OF MANCHESTER","BASIC SALARIES","EARLY HELP AND SCHOOLS","6440","Material","42300000","education"
"THE UNIVERSITY OF SHEFFIELD","AGENCY STAFF","EARLY HELP AND SCHOOLS","5650","Paper","22000000","education"
"THE UNIVERSITY OF SHEFFIELD","AGENCY STAFF","EARLY HELP AND SCHOOLS","8900.67","Paper","22000000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","57849.3","Medical","33952000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","39212.9","Consumer Products","31120000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","38068.7","Transport","60112000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","50784.8","Transport","34000000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","33730.5","Transport","34000000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","39073.6","Transport","60112000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","38426.9","Material Handling","45213300","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","34486.7","Data","48000000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","37740.4","Data","48000000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","35929.4","Material Handling","45213000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","43372.1","Material Handling","45213000","education"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","42374.2","Material Handling","45213000","education"
"UNIVERSITY OF BIRMINGHAM","TRAINING-QUALIFICATION","EARLY HELP AND SCHOOLS","6710","Equipment","38970000","education"
"UNIVERSITY OF BIRMINGHAM","TRAINING-QUALIFICATION","EARLY HELP AND SCHOOLS","7070","Data","72317000","education"
"UNIVERSITY OF BIRMINGHAM","TRAINING-QUALIFICATION","EARLY HELP AND SCHOOLS","7500","Data","72317000","education"
"WITHERSLACK GROUP","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","20868","Health","85000000","education"
"BERRYMANS LACE MAWER LLP","INPUT VAT -  ADJUSTMENTS","RESOURCES","5000","Legal","79100000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","18000","Legal","79811000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","58000","Legal","79811000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","23000","Legal","79811000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","8331.65","Legal","79811000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","59334","Legal","79811000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","11500","Legal","79510000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","10767","Legal","79510000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","11750","Legal","79510000","misc"
"CAPITA BUSINESS SERVICES LIMITED","BANK CHARGES","RESOURCES","10007","Data","72260000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","62826","Legal","79510000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","5893","Legal","79510000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","60000","Legal","79510000","misc"
"CAPITA BUSINESS SERVICES LIMITED","BANK CHARGES","RESOURCES","17042","Data","48000000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","64329.5","Data","48000000","misc"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","42000","Data","48000000","misc"
"CAPITA BUSINESS SERVICES LIMITED","RECRUITMENT AGENCY FEES","RESOURCES","10000","Utility","64100000","misc"
"CIPFA BUSINESS LIMITED","TRAINING-NON QUALIFICATION","RESOURCES","6175","Legal","79200000","misc"
"CIPFA BUSINESS LIMITED","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","5890","Legal","79200000","misc"
"CIPFA BUSINESS LIMITED","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","6010","Education","80532000","misc"
"CIPFA BUSINESS LIMITED","TRAINING-NON QUALIFICATION","RESOURCES","6300","Education","80532000","misc"
"CIPFA BUSINESS LIMITED","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","6190","Education","80532000","misc"
"CIPFA BUSINESS LIMITED","TRAINING-NON QUALIFICATION","RESOURCES","6405","Education","80532000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","5525","Data","48000000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","35235","Data","48000000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","15000","Data","48000000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","24843","Data","48000000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","5976.52","Data","48000000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","10393.8","Data","48000000","misc"
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","396933","Data","48000000","misc"
"CRITIQOM LIMITED","SOFTWARE","RESOURCES","46000","Utility","64110000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","50000","Utility","64110000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","50000","Utility","64110000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","50000","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","29976.3","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","11483","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","5681.12","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","45000","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","20000","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","16130","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","33690","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","20000","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","13521","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","40252.4","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","50000","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","20000","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING","RESOURCES","5000","Legal","79800000","misc"
"CRITIQOM LIMITED","POSTAGE","RESOURCES","49999","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","20000","Legal","79800000","misc"
"CRITIQOM LIMITED","PRINTING","RESOURCES","5000","Utility","64110000","misc"
"ELECTORAL REFORM SERVICES","PRINTING & STATIONERY","RESOURCES","9765.34","Paper","22800000","misc"
