"supplier_name","account_name","service","total_value","privilege","trade_cat","service_category"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","56882","Legal","79620000","environment"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","106573","Legal","79620000","environment"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","150453","Utility","64100000","environment"
"CDEC LIMITED","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","6067.55","Data","30231310","environment"
"CDEC LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","8757.32","Media","32321200","environment"
"CIVICA UK LIMITED","ICT","NEIGHBOURHOODS AND ENVIRONMENT","8447.12","Data","72000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","47676.5","Data","48812000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","16708","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","16708","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","42058.2","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","24260.8","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","22605","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","42058.2","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","12531","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","19500","Data","48000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","8128.37","Data","72261000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","42058.2","Data","72000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","24516.6","Data","72000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","22139.7","Data","72000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","16983","Data","72000000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","8447.12","Data","72212218","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","22582.5","Legal","79512000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","21041.2","Legal","79512000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","42058.2","Legal","79512000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","16625.7","Legal","79512000","environment"
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","8742.77","Data","48160000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","49993.2","Consumer Products","18923000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","24382","Consumer Products","18923000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","28224.4","Consumer Products","18923000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","144480","Consumer Products","18923000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","22360","Consumer Products","18923000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","22394.4","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","8364.01","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","45360","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","33471.4","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","45360","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","6002.88","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","6002.88","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","6002.88","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","6002.88","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","60480","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","60480","Textile","19640000","environment"
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","60480","Textile","19640000","environment"
"CURTINS CONSULTING","SURVEYORS FEES","NEIGHBOURHOODS AND ENVIRONMENT","5687.97","Buildings","71312000","environment"
"DAVID HUNTER","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","6500","Legal","79411000","environment"
"DCM SURFACES","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","9200","Material Handling","45000000","environment"
"DCM SURFACES","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","5408","Material Handling","45000000","environment"
"EDGE HILL UNIVERSITY","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","10500","Education","80320000","environment"
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","7500","Social","98351110","environment"
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","7500","Social","98351110","environment"
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","7500","Social","98351110","environment"
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","7500","Social","98351110","environment"
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","15000","Social","98351110","environment"
"EURO LABEL PRINTERS LIMITED","PUBLICITY","NEIGHBOURHOODS AND ENVIRONMENT","8912","Paper","22458000","environment"
"EURO LABEL PRINTERS LIMITED","PUBLICITY","NEIGHBOURHOODS AND ENVIRONMENT","8916","Paper","22458000","environment"
"EVANS HALSHAW","PURCHASE OF VEHICLES","NEIGHBOURHOODS AND ENVIRONMENT","27890","Transport","34100000","environment"
"EVANS HALSHAW","PURCHASE OF VEHICLES","NEIGHBOURHOODS AND ENVIRONMENT","27941.5","Transport","34100000","environment"
"EVANS HALSHAW","PURCHASE OF VEHICLES","NEIGHBOURHOODS AND ENVIRONMENT","27941.5","Transport","34210000","environment"
"EXPERIAN LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","7800","Legal","79990000","environment"
"EXPERIAN LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","7823.33","Data","48000000","environment"
"EXPERIAN LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","7823.33","Data","72261000","environment"
"EXPERIAN LIMITED","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","9321","Data","48600000","environment"
"EXPERIAN LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","7500","Legal","79400000","environment"
"F R SHARROCK LIMITED","PURCHASE OF PLANT AND MACHINERY","NEIGHBOURHOODS AND ENVIRONMENT","20113","Equipment","16000000","environment"
"GAMMA BUSINESS COMMUNICATIONS","TELEPHONE EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","48024","Equipment","51340000","environment"
"GAMMA BUSINESS COMMUNICATIONS","TELEPHONE EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","25000","Equipment","51340000","environment"
"GO PLANT LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","6825","Equipment","50111100","environment"
"GO PLANT LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","9649.35","Transport","34100000","environment"
"GRAITEC LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","12830.6","Data","48000000","environment"
"GRAITEC LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","14036","Data","48000000","environment"
"GROUNDWORK LANDSCAPES LIMITED","REPAIRS & ALTS OF BUILDINGS","NEIGHBOURHOODS AND ENVIRONMENT","6900","Material Handling","45000000","environment"
"GROUNDWORK LANDSCAPES LIMITED","ENVIRONMENTAL WORKS LANDSCAPE","NEIGHBOURHOODS AND ENVIRONMENT","7473.5","Material Handling","45000000","environment"
"HOPWOOD HALL COLLEGE","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","8000","Transport","60172000","environment"
"KEEP BRITAIN TIDY","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","6435","Legal","79952000","environment"
"LANES GROUP PLC","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","12600","Equipment","50000000","environment"
"LANES GROUP PLC","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","5000","Equipment","50000000","environment"
"LANES GROUP PLC","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","5000","Health","85000000","environment"
"LANES GROUP PLC","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","6000","Environment","90640000","environment"
"LANES GROUP PLC","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","6000","Environment","90640000","environment"
"LANES GROUP PLC","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","6000","Environment","90640000","environment"
"LANES GROUP PLC","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","6000","Environment","90640000","environment"
"LOCAL GOVERNMENT ASSOCIATION","SUBSCRIPTIONS","NEIGHBOURHOODS AND ENVIRONMENT","32767","Legal","79980000","environment"
"LOCAL GOVERNMENT ASSOCIATION","SUBSCRIPTIONS","NEIGHBOURHOODS AND ENVIRONMENT","31636","Education","80000000","environment"
"LOCAL GOVERNMENT ASSOCIATION","SUBSCRIPTIONS","NEIGHBOURHOODS AND ENVIRONMENT","32767","Legal","79980000","environment"
"LUTRA CONSULTING","CONSULTANT FEES","NEIGHBOURHOODS AND ENVIRONMENT","10000","Data","48000000","environment"
"LUTRA CONSULTING","TRAINING","NEIGHBOURHOODS AND ENVIRONMENT","5500","Data","48000000","environment"
"MANCHESTER METROPOLITAN UNIVERSITY","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","25000","Health","85000000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","8638","Data","48450000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","11132","Data","48450000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","11689","Data","48450000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","69260","Data","48450000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","9069.9","Data","48450000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","24170.8","Data","48450000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","54541.6","Data","48000000","environment"
"MHR","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","55398.6","Data","48000000","environment"
"NORTHERN COMMERCIALS","PURCHASE OF VEHICLES","NEIGHBOURHOODS AND ENVIRONMENT","77345","Transport","34144760","environment"
"OFFICE DEPOT UK LIMITED","PROJECTS","NEIGHBOURHOODS AND ENVIRONMENT","6322.4","Consumer Products","39830000","environment"
"OFFICE DEPOT UK LIMITED","PROJECTS","NEIGHBOURHOODS AND ENVIRONMENT","8394.4","Consumer Products","39830000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","7242.23","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","6738.3","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","24448.3","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","66730","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE LICENSES","NEIGHBOURHOODS AND ENVIRONMENT","539798","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","5735","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","16181","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","28480.2","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE LICENSES","NEIGHBOURHOODS AND ENVIRONMENT","537759","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","79397.7","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","5378.84","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","6118.98","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","80000","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","10049.5","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","37800","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE LICENSES","NEIGHBOURHOODS AND ENVIRONMENT","64499.2","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE LICENSES","NEIGHBOURHOODS AND ENVIRONMENT","353766","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","8323.71","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","22152.1","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE LICENSES","NEIGHBOURHOODS AND ENVIRONMENT","351158","Data","48000000","environment"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","65124","Data","48000000","environment"
"PLURALSIGHT","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","8700","Data","72260000","environment"
"PLURALSIGHT","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","18357","Data","48517000","environment"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","15000","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","17310","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","8968.58","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","18000","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","9187.45","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","9284.16","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","9396.14","Administration","75240000","environment"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","5426.4","Administration","75240000","environment"
"PROTEC FIRE DETECTION PLC","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","23607","Consumer Products","31625200","environment"
"RESTORE PLC","DATA COLLECTION","NEIGHBOURHOODS AND ENVIRONMENT","5462.45","Transport","63121000","environment"
"RESTORE PLC","DATA COLLECTION","NEIGHBOURHOODS AND ENVIRONMENT","25948","Legal","79000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","8900","Consumer Products","39141000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO THE NON VOLUNTARY SECTOR","NEIGHBOURHOODS AND ENVIRONMENT","22578","Consumer Products","39141000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","82123.8","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","145000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","65000","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","8900","Buildings","71000000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO THE NON VOLUNTARY SECTOR","NEIGHBOURHOODS AND ENVIRONMENT","28156.8","Legal","79510000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","404000","Legal","79510000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","1000000","Legal","79510000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","18167.2","Legal","79510000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","150000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","147000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","140000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","135000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","133000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","130000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","125000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","120000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","9083.6","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","100000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","17239.3","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","120000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","122500","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","127500","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","132500","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","137500","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","142500","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","147500","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","GRANTS TO OTHER BODIES","NEIGHBOURHOODS AND ENVIRONMENT","150000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","18044.5","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTS","NEIGHBOURHOODS AND ENVIRONMENT","100000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","10795.5","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","9423.82","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","7162.48","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","ACCOMMODATION","NEIGHBOURHOODS AND ENVIRONMENT","10000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","MINOR BUILDING WORKS","NEIGHBOURHOODS AND ENVIRONMENT","7722","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","ACCOMMODATION","NEIGHBOURHOODS AND ENVIRONMENT","41651.1","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","100000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","40000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTS","NEIGHBOURHOODS AND ENVIRONMENT","100000","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","CONTRACTS","NEIGHBOURHOODS AND ENVIRONMENT","9882.42","Legal","79210000","environment"
"ROCHDALE BOROUGHWIDE HOUSING","BASIC WAGES","NEIGHBOURHOODS AND ENVIRONMENT","53181.4","Legal","79210000","environment"
"SCARAB SWEEPERS LIMITED","VEHICLE MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","5610","Transport","34114000","environment"
"SCHNEIDER ELECTRIC LIMITED","PROPERTY - WORKS ELEMENT","NEIGHBOURHOODS AND ENVIRONMENT","16176","Material","42961100","environment"
"SCHNEIDER ELECTRIC LIMITED","SPECIFIED MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","16500","State","35121000","environment"
"SCHNEIDER ELECTRIC LIMITED","REPAIRS & ALTS OF BUILDINGS","NEIGHBOURHOODS AND ENVIRONMENT","8279.99","State","35121000","environment"
"SECURITY PLUS LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","8000","Material","44421790","environment"
"SECURITY PLUS LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","8000","Material","44421790","environment"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","13363.7","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","23289.3","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","37463.1","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","40000","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","38458.4","Data","72000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","5657.76","Data","72000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","451074","Data","72000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","84907.2","Data","72000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","23983.8","Data","72000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","27899.1","Data","48000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","77608.5","Data","48000000","environment"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","41391.2","Data","48000000","environment"
