Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Central Support Costs,AUTH0.COM,Information and Communications Technology,Information Communication Technology  ,13.06.2017,16.07.2017,GPC06170000202,9.77
Stockport MBC,Corporate and Support Services,Central Support Costs,FASTHOSTS INTERNET,Information and Communications Technology,Information Communication Technology  ,14.06.2017,16.07.2017,GPC06170000203,9.59
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.BULKSMS.CO.UK,Information and Communications Technology,Information Communication Technology  ,15.06.2017,16.07.2017,GPC06170000204,11.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.BULKSMS.CO.UK,Information and Communications Technology,Information Communication Technology  ,15.06.2017,16.07.2017,GPC06170000205,88.00
Stockport MBC,Corporate and Support Services,Central Support Costs,Amazon EU,Information and Communications Technology,Information Communication Technology  ,21.06.2017,16.07.2017,GPC06170000206,14.05
Stockport MBC,Corporate and Support Services,Central Support Costs,GITHUB.COM  AQ5H3,Information and Communications Technology,Information Communication Technology  ,28.06.2017,16.07.2017,GPC06170000207,222.66
Stockport MBC,Corporate and Support Services,Central Support Costs,INVISIONAPP INC,Information and Communications Technology,Information Communication Technology  ,30.06.2017,16.07.2017,GPC06170000208,210.23
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon EU,Library Equipment,Education Library Books ,06.04.2017,16.07.2017,GPC06170000209,6.03
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon EU,Library Equipment,Education Library Books ,06.04.2017,16.07.2017,GPC06170000210,74.39
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon EU,Library Equipment,Education Library Books ,06.06.2017,16.07.2017,GPC06170000211,8.98
Stockport MBC,Corporate and Support Services,Cultural & Related Services,AMAZON UK RETAIL AMAZO,Library Equipment,Education Library Books ,06.05.2017,16.07.2017,GPC06170000212,145.83
Stockport MBC,Corporate and Support Services,Cultural & Related Services,ASIAN VOICE AND GUJARA,Library Equipment,Education Library Books ,26.06.2017,16.07.2017,GPC06170000213,36.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Marketplace,Library Equipment,Education Library Books ,28.06.2017,16.07.2017,GPC06170000214,11.59
Stockport MBC,Services to People,Childrens & Educational Services,WWW.INCENTIVEPLUS.CO.U,Furniture and Equipment,Furniture & Soft Furnishings  ,13.06.2017,16.07.2017,GPC06170000215,47.94
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Library Equipment,Education Library Books ,20.06.2017,16.07.2017,GPC06170000216,5.90
Stockport MBC,Services to People,Childrens & Educational Services,Amazon EU,Library Equipment,Education Library Books ,21.06.2017,16.07.2017,GPC06170000217,66.57
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Office Expenses,Stationery    ,21.06.2017,16.07.2017,GPC06170000218,22.36
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Library Equipment,Education Library Books ,21.06.2017,16.07.2017,GPC06170000219,27.74
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Library Equipment,Education Library Books ,21.06.2017,16.07.2017,GPC06170000220,23.73
Stockport MBC,Services to People,Childrens & Educational Services,Amazon EU,Furniture and Equipment,Furniture & Soft Furnishings  ,22.06.2017,16.07.2017,GPC06170000221,25.35
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Office Expenses,Stationery    ,22.06.2017,16.07.2017,GPC06170000222,30.39
Stockport MBC,Services to People,Childrens & Educational Services,Amazon EU,Library Equipment,Education Library Books ,29.06.2017,16.07.2017,GPC06170000223,28.97
Stockport MBC,Services to People,Childrens & Educational Services,ASDVISUALAIDS.COM,Furniture and Equipment,Furniture & Soft Furnishings  ,29.06.2017,16.07.2017,GPC06170000224,38.94
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,06.12.2017,16.07.2017,GPC06170000225,13.00
Stockport MBC,Services to People,Childrens & Educational Services,Mimeo,Library Equipment,Education Library Books ,13.06.2017,16.07.2017,GPC06170000226,274.67
Stockport MBC,Services to People,Childrens & Educational Services,Amazon EU,Office Expenses,Stationery    ,28.06.2017,16.07.2017,GPC06170000227,9.99
Stockport MBC,Corporate and Support Services,Central Support Costs,METROLINK TVM,Travelling Expenses,Human Resources Travel & Subsistence ,21.06.2017,16.07.2017,GPC06170000228,3.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,21.06.2017,16.07.2017,GPC06170000229,5.90
Stockport MBC,Corporate and Support Services,Central Support Costs,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,27.06.2017,16.07.2017,GPC06170000230,5.00
Stockport MBC,Services to Place,Environmental & Regulatory Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,06.02.2017,16.07.2017,GPC06170000231,106.59
Stockport MBC,Services to Place,Housing (General Fund) Services,AMAZON.CO.UK,Clothing Uniforns and Laundry,Clothing  ,06.05.2017,16.07.2017,GPC06170000232,38.34
Stockport MBC,Corporate and Support Services,Central Support Costs,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,06.12.2017,16.07.2017,GPC06170000233,243.98
Stockport MBC,Corporate and Support Services,Central Services to the public,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,06.12.2017,16.07.2017,GPC06170000234,84.35
Stockport MBC,Corporate and Support Services,Central Support Costs,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,15.06.2017,16.07.2017,GPC06170000235,304.78
Stockport MBC,Services to Place,Highways & Transport Services,ENVIROMENT AGENCY,Professional Fees,Consultancy   ,20.06.2017,16.07.2017,GPC06170000236,170.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,22.06.2017,16.07.2017,GPC06170000237,173.91
Stockport MBC,Services to Place,Highways & Transport Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,22.06.2017,16.07.2017,GPC06170000238,53.45
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,22.06.2017,16.07.2017,GPC06170000239,62.53
Stockport MBC,Services to Place,Highways & Transport Services,EB  IMPROVING CONSULTA,Staff Training,Human Resources  ,23.06.2017,16.07.2017,GPC06170000240,60.00
Stockport MBC,Services to Place,Highways & Transport Services,HOTEL IBIS,Expenses and Allowances,Human Resources Travel & Subsistence ,23.06.2017,16.07.2017,GPC06170000241,75.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,26.06.2017,16.07.2017,GPC06170000242,11.17
Stockport MBC,Services to Place,Housing (General Fund) Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,26.06.2017,16.07.2017,GPC06170000243,69.87
Stockport MBC,Corporate and Support Services,Central Support Costs,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,26.06.2017,16.07.2017,GPC06170000244,30.04
Stockport MBC,Services to Place,Highways & Transport Services,EVENTBRITE,Staff Training,Human Resources  ,28.06.2017,16.07.2017,GPC06170000245,-60.00
Stockport MBC,Services to Place,Housing (General Fund) Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,29.06.2017,16.07.2017,GPC06170000246,122.30
Stockport MBC,Services to People,Childrens & Educational Services,ITUNES.COM/BILL,details to follow,details to follow,06.04.2017,16.07.2017,GPC06170000247,4.99
Stockport MBC,Services to People,Childrens & Educational Services,PRINTMYTICKETS.CO.,details to follow,details to follow,06.05.2017,16.07.2017,GPC06170000248,62.50
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,06.12.2017,16.07.2017,GPC06170000249,18.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,20.06.2017,16.07.2017,GPC06170000250,13.00
Stockport MBC,Services to People,Childrens & Educational Services,PRINTMYTICKETS.CO.,details to follow,details to follow,22.06.2017,16.07.2017,GPC06170000251,69.98
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,24.06.2017,16.07.2017,GPC06170000252,6.20
Stockport MBC,Services to People,Childrens & Educational Services,TAURUS PROMOTIONS (BOL,details to follow,details to follow,28.06.2017,16.07.2017,GPC06170000253,452.80
Stockport MBC,Corporate and Support Services,Central Support Costs,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,19.06.2017,16.07.2017,GPC06170000254,86.19
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,details to follow,details to follow,06.12.2017,16.07.2017,GPC06170000255,23.48
Stockport MBC,Services to People,Childrens & Educational Services,BOOKERECOMM,details to follow,details to follow,20.06.2017,16.07.2017,GPC06170000256,175.79
Stockport MBC,Services to People,Childrens & Educational Services,MYHERMES.CO.UK,details to follow,details to follow,22.06.2017,16.07.2017,GPC06170000257,6.79
Stockport MBC,Corporate and Support Services,Central Support Costs,GLEN DIMPLEX HOME APPL,details to follow,details to follow,23.06.2017,16.07.2017,GPC06170000258,145.00
Stockport MBC,Corporate and Support Services,Central Support Costs,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2017,16.07.2017,GPC06170000259,362.61
Stockport MBC,Corporate and Support Services,Central Support Costs,Amazon EU,details to follow,details to follow,17.06.2017,16.07.2017,GPC06170000260,0.40
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON UK RETAIL AMAZO,details to follow,details to follow,17.06.2017,16.07.2017,GPC06170000261,44.53
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON UK RETAIL AMAZO,details to follow,details to follow,17.06.2017,16.07.2017,GPC06170000262,21.59
Stockport MBC,Corporate and Support Services,Central Support Costs,Amazon UK Marketplace,details to follow,details to follow,19.06.2017,16.07.2017,GPC06170000263,26.14
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Prime,details to follow,details to follow,06.03.2017,16.07.2017,GPC06170000264,7.99
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,details to follow,details to follow,06.03.2017,16.07.2017,GPC06170000265,203.45
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,details to follow,details to follow,06.10.2017,16.07.2017,GPC06170000266,189.07
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,details to follow,details to follow,17.06.2017,16.07.2017,GPC06170000267,218.42
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Prime,details to follow,details to follow,22.06.2017,16.07.2017,GPC06170000268,-7.99
Stockport MBC,Services to People,Childrens & Educational Services,CURRYS ONLINE,details to follow,details to follow,22.06.2017,16.07.2017,GPC06170000269,119.99
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,details to follow,details to follow,23.06.2017,16.07.2017,GPC06170000270,40.11
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,details to follow,details to follow,24.06.2017,16.07.2017,GPC06170000271,201.06
Stockport MBC,Services to People,Childrens & Educational Services,VERY.CO.UK,details to follow,details to follow,29.06.2017,16.07.2017,GPC06170000272,336.98
