Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2019-03-01,ZZP657585,2,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,1038.92
2019-03-01,ZZP657585,3,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,12512.82
2019-03-04,ZZP657596,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,7682.00
2019-03-04,ZZP657613,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,7007.00
2019-03-04,ZZP657612,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,5129.00
2019-03-04,ZZP657625,1,3421,Cadassist Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,7539.00
2019-03-06,ZZP657750,1,6170,Greater Manchester TreeStation,390000,Supplies and services,Supplies and services,Services to Place,Land Dev-Werneth Os,6450.00
2019-03-06,ZZP657786,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,#N/A,#N/A,30678.50
2019-03-05,ZZP657734,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,#N/A,#N/A,7911.25
2019-03-12,ZZP658076,1,9845,Xpress Software Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Electoral Registn,15710.00
2019-03-06,ZZP657827,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,179625.86
2019-03-06,ZZP657801,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,23389.94
2019-03-06,ZZP657797,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,86176.47
2019-03-06,ZZP657795,1,8106,Tarmac Building Products Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,44906.40
2019-03-07,ZZP657836,1,6138,Equisys Timemaster Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,D & I Team,5196.96
2019-03-20,ZZP658553,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Road Safety,39545.92
2019-03-07,ZZP657856,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,14483.58
2019-03-07,ZZP657914,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,291190.34
2019-03-07,ZZP657855,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,35029.11
2019-03-20,ZZP658554,1,902,Bikeright,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Highways-Road Safety,11100.00
2019-03-07,ZZP657889,1,10678,Servelec Education Ltd,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,IT Systems,39043.00
2019-03-07,ZZP657890,1,10678,Servelec Education Ltd,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,IT Systems,6238.00
2019-03-20,ZZP658555,1,11715,CBRE,390000,Supplies and services,Supplies and services,#N/A,#N/A,216000.00
2019-03-07,ZZP657877,1,11715,CBRE,390000,Supplies and services,Supplies and services,Corporate and Support Services,Property Client Acct,29066.15
2019-03-08,ZZP657917,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Car Parks Admin,10534.40
2019-03-08,ZZP657952,1,10858,Acorn Recovery Projects,261500,Human Resources Training & Conferences ,Fees and Charges,Services to Place,Contin Educ Service,5850.00
2019-03-08,ZZP657952,2,10858,Acorn Recovery Projects,261500,Human Resources Training & Conferences ,Fees and Charges,Services to Place,Contin Educ Service,3600.00
2019-03-08,ZZP657952,3,10858,Acorn Recovery Projects,261500,Human Resources Training & Conferences ,Fees and Charges,Services to Place,Contin Educ Service,2100.00
2019-03-11,ZZP658055,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,Rechargeable work,17500.00
2019-03-11,ZZP658054,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,7500.00
2019-03-20,ZZP658557,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,Traffic &S-Werneth,31714.92
2019-03-11,ZZP658009,1,13124,Social Finance Limited,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Business Intelligenc,43925.00
2019-03-11,ZZP658053,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Highway Structs R+R,17032.20
2019-03-11,ZZP658036,1,5214,WSP GROUP PLC,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,8489.00
2019-03-12,ZZP658126,1,10652,CAREER VISION LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,10230.00
2019-03-14,ZZP658295,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,SPB - Investment Est,7850.00
2019-03-14,ZZP658310,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,SPB - Investment Est,10300.00
2019-03-15,ZZP658324,1,1799,Stockport Homes,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Public Libraries Gen,30400.00
2019-03-15,ZZP658366,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,30000.00
2019-03-15,ZZP658365,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,47562.02
2019-03-20,ZZP658559,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,89952.40
2019-03-18,ZZP658426,1,1535,Capita Education Services,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,IT SIMS,141184.63
2019-03-18,ZZP658426,2,1535,Capita Education Services,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,IT SIMS,24407.00
2019-03-18,ZZP658429,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A,369160.00
2019-03-18,ZZP658416,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,8580.00
2019-03-20,ZZP658561,1,8549,Lucy Zodion Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,137500.00
2019-03-19,ZZP658518,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,8957.41
2019-03-20,ZZP658622,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Contact Centre & FPH,10500.00
2019-03-20,ZZP658621,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Contact Centre & FPH,14512.50
2019-03-21,ZZP658656,1,7830,IEG4  LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,6300.00
2019-03-27,ZZP658911,1,3707,Salford City Council/Finance,201100,Financial Services Audit ,Professional Fees,Corporate and Support Services,Audit & Risk,6835.56
2019-03-21,ZZP658701,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,35389.42
2019-03-22,ZZP658775,1,12193,Greater Manchester Combined Au,230000,Highway Equipment & Materials    ,Highways Maintenance,#N/A,#N/A,5750.00
2019-03-21,ZZP658703,1,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries Gen,10509.19
2019-03-22,ZZP658744,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Highfield Cemetery,45000.00
2019-03-22,ZZP658768,1,13392,ClearSkies Software,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Berevement Services,15835.00
2019-03-26,ZZP658845,1,9328,Modern Mindset Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Members Services,11640.00
2019-03-22,ZZP658764,1,10786,Market Place Management Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Market General,25000.00
2019-03-26,ZZP658857,1,6967,Wilde Consultants Ltd,391200,"Works - Construction, Repair & Maintenance Engineering ",Professional Fees,Services to Place,Planning,10000.00
2019-03-27,ZZP658970,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,20000.00
2019-03-27,ZZP658930,1,7852,Cheshire East Council,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Car Park Maintenance,51604.50
2019-03-27,ZZP658928,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,23646.82
2019-03-27,ZZP658957,1,270,Manchester Met University,150000,Consultancy   ,Professional Fees,Services to Place,Town Centre Devt Tea,64000.00
2019-03-27,ZZP658963,1,5687,BOTTOMLINE TECHNOLOGIES,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,37944.63
2019-03-28,ZZP659021,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,90000.00
2019-03-28,ZZP659031,1,11715,CBRE,390000,Supplies and services,Supplies and services,Corporate and Support Services,Property Client Acct,16393.00
2019-03-28,ZZP659032,1,7025,CBRE Limited,390000,Supplies and services,Supplies and services,Corporate and Support Services,Property Client Acct,29041.00
2019-03-28,ZZP659048,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,85000.00
2019-03-29,ZZP659105,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,661.95
2019-03-29,ZZP659105,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,4413.00
2019-03-29,ZZP659105,3,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,3530.40
2019-03-29,ZZP659106,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,6178.20
2019-03-29,ZZP659106,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,34053.65
2019-03-29,ZZP659106,3,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,11106.05
2019-03-29,ZZP659106,4,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,2391.12
2019-03-29,ZZP659106,5,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,19232.60
2019-03-29,ZZP659106,6,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,809.05
2019-03-29,ZZP659106,7,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,15004.20
2019-03-29,ZZP659106,8,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,9561.50
2019-03-29,ZZP659106,9,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,3885.57
2019-03-29,ZZP659106,10,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,6757.40
2019-03-29,ZZP659107,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,10149.90
2019-03-29,ZZP659107,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,38687.30
2019-03-29,ZZP659107,3,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,14121.60
2019-03-29,ZZP659107,4,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,10461.15
2019-03-29,ZZP659107,5,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,697.41
2019-03-29,ZZP659107,6,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,40024.60
2019-03-12,ZZP658117,1,8820,Independent Equipment Company,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Museums Mngmnt & Dev,8000.00
2019-01-28,ZHS655740,1,8323,Wilkinson Cowan Partnership Lt,999999,Acquisition of Land and Buildings,Capital Expenditure - Acquisitions,#N/A,#N/A,5584.60
2019-03-06,ZHS657775,1,13422,Solarcrown Commercial Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A,19425.61
2019-03-06,ZHS657775,2,13422,Solarcrown Commercial Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A,31950.25
2019-03-06,ZHS657775,3,13422,Solarcrown Commercial Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A,26909.27
2019-03-07,ZHS657887,1,13422,Solarcrown Commercial Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A,19425.61
2019-03-07,ZHS657887,2,13422,Solarcrown Commercial Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A,31950.25
2019-03-07,ZHS657887,3,13422,Solarcrown Commercial Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A,26909.27
2019-01-03,ZSH654485,1,10855,Bloom Procurement Services,150000,Consultancy   ,Professional Fees,Services to Place,Housing Strategy,20000.00
2019-03-18,ZSH658400,1,12567,Building  Research  Establishm,999999,Fees and Charges,Fees and Charges,Services to Place,Housing Strategy,14800.00
2019-01-14,ZFC655043,1,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,10065.00
2019-01-14,ZFC655043,2,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,1100.00
2019-01-14,ZFC655043,3,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,7249.00
2019-01-14,ZFC655043,4,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,2200.00
2019-01-14,ZFC655043,5,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,600.00
2019-01-14,ZFC655043,6,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,7100.00
2019-01-14,ZFC655043,7,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,1200.00
2019-01-14,ZFC655043,8,8207,Lloyd Evans Prichard,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Corporate and Support Services,Property Client Acct,1200.00
2019-01-21,ZFC655415,1,2479,JR Foy and Son Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,6018.11
2019-01-31,ZFC655949,1,5788,DESIGNED ROOF SYSTEMS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,97653.00
2019-02-21,ZFC657077,1,5788,DESIGNED ROOF SYSTEMS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,96270.00
2019-02-12,ZFC656583,1,2321,JE Deans (Hazel Grove) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,13600.00
2019-02-19,ZFC656965,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,11159.31
2019-03-04,ZFC657597,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,5412.00
2019-03-04,ZFC657651,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,220166.00
2019-03-05,ZFC657659,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Est.,9401.79
2019-03-12,ZFC658149,1,5464,ELECTRICITY NORTH WEST LIMITED,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Est.,13824.00
2019-01-04,ZES654548,1,9035,Mavoda LLP,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,7932.68
2019-01-11,ZES654951,1,9845,Xpress Software Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Electoral Registn,24000.00
2019-01-11,ZES654979,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,4673.07
2019-01-11,ZES654979,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,31.50
2019-01-11,ZES654979,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,31.50
2019-01-11,ZES654979,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,95.76
2019-01-11,ZES654979,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,114.48
2019-01-11,ZES654979,6,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,698.94
2019-01-11,ZES654950,1,7753,Netcall Telecom Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Corporate and Support Services,IT Systems,48000.00
2019-01-11,ZES654963,1,7753,Netcall Telecom Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Corporate and Support Services,IT Systems,225504.00
2019-01-11,ZES654949,1,7753,Netcall Telecom Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Corporate and Support Services,IT Systems,48930.00
2019-01-31,ZES655938,1,1586,"Verint Systems UK Limited,",270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,30047.89
2019-02-04,ZES656102,1,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,240.21
2019-02-04,ZES656102,2,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,89.73
2019-02-04,ZES656102,3,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,67.39
2019-02-04,ZES656102,4,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,59.82
2019-02-04,ZES656102,5,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,148.91
2019-02-04,ZES656102,6,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,769.56
2019-02-04,ZES656102,7,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,3166.31
2019-02-04,ZES656102,8,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2254.70
2019-02-04,ZES656102,9,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,586.96
2019-02-04,ZES656102,10,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,1277.18
2019-02-04,ZES656102,11,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,941.31
2019-02-04,ZES656102,12,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,569.56
2019-02-04,ZES656102,13,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,590.22
2019-02-04,ZES656102,14,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,268.48
2019-02-04,ZES656102,15,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,3740.21
2019-02-04,ZES656102,16,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,3343.21
2019-02-04,ZES656102,17,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,4731.70
2019-02-04,ZES656102,18,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,3740.21
2019-02-04,ZES656102,19,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2991.30
2019-02-04,ZES656102,20,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2891.30
2019-02-04,ZES656102,21,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2732.96
2019-02-04,ZES656102,22,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2732.96
2019-02-04,ZES656102,23,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,583.69
2019-02-04,ZES656102,24,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,164.77
2019-02-04,ZES656102,25,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,879.09
2019-02-04,ZES656102,26,13177,Trustmarque Solutions Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2000.00
2019-02-13,ZES656641,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,12846.24
2019-02-13,ZES656641,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,63.00
2019-02-13,ZES656641,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,63.00
2019-02-13,ZES656641,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,185.40
2019-02-22,ZES657108,1,13431,Specops Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,5462.10
2019-02-22,ZES657129,1,7684,CDW Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Traded (SHG),5489.05
2019-02-22,ZES657139,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,5040.00
2019-02-26,ZES657280,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SC - Care Matters,5950.00
2019-03-04,ZES657610,1,12746,Camworth Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,2784.50
2019-03-04,ZES657610,2,12746,Camworth Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,4305.95
2019-03-04,ZES657610,3,12746,Camworth Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,12.00
2019-03-07,ZES657873,1,4799,Aligned Assets Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Spatial Intelligence,11206.03
2019-03-07,ZES657891,1,10004,Chess Cybersecurity Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,39750.00
2019-03-08,ZES657926,1,7712,Caretower Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,12531.90
2019-03-11,ZES657991,1,7712,Caretower Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,12531.90
2019-03-15,ZES658371,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,68698.60
2019-03-19,ZES658472,1,3983,Maintel Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony,2874.70
2019-03-19,ZES658472,2,3983,Maintel Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony,3957.27
2019-03-19,ZES658472,3,3983,Maintel Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony,453.21
2019-03-19,ZES658472,4,3983,Maintel Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony,237.21
2019-03-19,ZES658472,5,3983,Maintel Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony,1388.10
2019-03-21,ZES658659,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,5688.13
2019-03-28,ZES658971,1,12602,The Networking People Ltd (Nor,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,8495.00
