Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Furniture and Equipment,Environmental Services Technical Equipment ,08.03.2019,16.04.2019,GPC03190000313,12.32
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,11.03.2019,16.04.2019,GPC03190000314,12.92
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,07.03.2019,16.04.2019,GPC03190000315,6.59
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,07.03.2019,16.04.2019,GPC03190000316,18.81
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,05.03.2019,16.04.2019,GPC03190000317,4.45
Stockport MBC,Services to People,Childrens & Educational Services,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",Staff Training,Human Resources  ,04.03.2019,16.04.2019,GPC03190000318,14.00
Stockport MBC,Services to People,Childrens & Educational Services,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",Staff Training,Human Resources  ,04.03.2019,16.04.2019,GPC03190000319,14.00
Stockport MBC,Services to People,Childrens & Educational Services,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",Staff Training,Human Resources  ,04.03.2019,16.04.2019,GPC03190000320,14.00
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,01.03.2019,16.04.2019,GPC03190000321,16.00
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Furniture and Equipment,Environmental Services Technical Equipment ,01.03.2019,16.04.2019,GPC03190000322,8.80
Stockport MBC,Corporate and Support Services,Planning Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,25.03.2019,16.04.2019,GPC03190000323,11.86
Stockport MBC,Corporate and Support Services,Central Support Costs,DISCOUNT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,14.03.2019,16.04.2019,GPC03190000324,39.99
Stockport MBC,Corporate and Support Services,Central Support Costs,DISCOUNT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,14.03.2019,16.04.2019,GPC03190000325,39.99
Stockport MBC,Corporate and Support Services,Central Support Costs,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,Information and Communications Technology,Information Communication Technology  ,31.03.2019,16.04.2019,GPC03190000326,4.45
Stockport MBC,Corporate and Support Services,Central Support Costs,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",Information and Communications Technology,Information Communication Technology  ,28.03.2019,16.04.2019,GPC03190000327,161.38
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER NETWORK/INFORMATION SERVICES,Information and Communications Technology,Information Communication Technology  ,25.03.2019,16.04.2019,GPC03190000328,16.78
Stockport MBC,Corporate and Support Services,Central Support Costs,LAWN AND GARDEN SUPPLY STORES,Information and Communications Technology,Information Communication Technology  ,22.03.2019,16.04.2019,GPC03190000329,11.95
Stockport MBC,Corporate and Support Services,Central Support Costs,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,21.03.2019,16.04.2019,GPC03190000330,6.30
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER NETWORK/INFORMATION SERVICES,Information and Communications Technology,Information Communication Technology  ,21.03.2019,16.04.2019,GPC03190000331,43.14
Stockport MBC,Corporate and Support Services,Central Support Costs,AUTOMOBILE PARKING LOTS AND GARAGES,Travelling Expenses,Human Resources Travel & Subsistence ,19.03.2019,16.04.2019,GPC03190000332,3.80
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER SOFTWARE STORES,Information and Communications Technology,Information Communication Technology  ,13.03.2019,16.04.2019,GPC03190000333,9.47
Stockport MBC,Corporate and Support Services,Central Support Costs,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,12.03.2019,16.04.2019,GPC03190000334,12.60
Stockport MBC,Corporate and Support Services,Central Support Costs,ELECTRONIC SALES,Information and Communications Technology,Information Communication Technology  ,08.03.2019,16.04.2019,GPC03190000335,19.61
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER SOFTWARE STORES,Information and Communications Technology,Information Communication Technology  ,10.03.2019,16.04.2019,GPC03190000336,769.77
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER SOFTWARE STORES,Information and Communications Technology,Information Communication Technology  ,05.03.2019,16.04.2019,GPC03190000337,157.19
Stockport MBC,Corporate and Support Services,Central Support Costs,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",Information and Communications Technology,Information Communication Technology  ,01.03.2019,16.04.2019,GPC03190000338,159.72
Stockport MBC,Corporate and Support Services,Central Support Costs,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,Information and Communications Technology,Information Communication Technology  ,03.03.2019,16.04.2019,GPC03190000339,821.28
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER NETWORK/INFORMATION SERVICES,Information and Communications Technology,Information Communication Technology  ,02.03.2019,16.04.2019,GPC03190000340,8.39
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,Library Equipment,Education Library Books ,06.03.2019,16.04.2019,GPC03190000341,10.98
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,Library Equipment,Education Library Books ,05.03.2019,16.04.2019,GPC03190000342,12.38
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,20.03.2019,16.04.2019,GPC03190000343,40.54
Stockport MBC,Services to People,Childrens & Educational Services,COMPUTER SOFTWARE STORES,Furniture and Equipment,Environmental Services Technical Equipment ,20.03.2019,16.04.2019,GPC03190000344,2.50
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,19.03.2019,16.04.2019,GPC03190000345,53.44
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,13.03.2019,16.04.2019,GPC03190000346,-1.41
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,13.03.2019,16.04.2019,GPC03190000347,54.78
