Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,15.09.2017,16.10.2017,GPC09170000173,75.00
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 13 773        S,Catering Supplies,Catering Food & Beverages ,09.04.2017,16.10.2017,GPC09170000174,2.97
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,09.04.2017,16.10.2017,GPC09170000175,46.42
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,09.07.2017,16.10.2017,GPC09170000176,29.25
Stockport MBC,Services to People,Childrens & Educational Services,NEW LOOK 1981,Furniture and Equipment,Furniture & Soft Furnishings  ,09.06.2017,16.10.2017,GPC09170000177,35.97
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,09.11.2017,16.10.2017,GPC09170000178,43.66
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,14.09.2017,16.10.2017,GPC09170000179,19.99
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,15.09.2017,16.10.2017,GPC09170000180,44.39
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Cleaning,Cleaning & Janitorial  ,15.09.2017,16.10.2017,GPC09170000181,11.80
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 13 773        S,Catering Supplies,Catering Food & Beverages ,19.09.2017,16.10.2017,GPC09170000182,2.85
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,26.09.2017,16.10.2017,GPC09170000183,59.57
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,29.09.2017,16.10.2017,GPC09170000184,3.96
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521425,Care Payments,Social Community Care Supplies & Services  ,09.01.2017,16.10.2017,GPC09170000185,274.14
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521425,Care Payments,Social Community Care Supplies & Services  ,31.08.2017,16.10.2017,GPC09170000186,52.08
Stockport MBC,Services to People,Childrens & Educational Services,WWW.COLLEGEKITSDIRECT.,Care Payments,Social Community Care Supplies & Services  ,09.12.2017,16.10.2017,GPC09170000187,161.25
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,21.09.2017,16.10.2017,GPC09170000188,54.57
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,26.09.2017,16.10.2017,GPC09170000189,66.20
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0000,Care Payments,Social Community Care Supplies & Services  ,27.09.2017,16.10.2017,GPC09170000190,115.42
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44011675,Care Payments,Social Community Care Supplies & Services  ,27.09.2017,16.10.2017,GPC09170000191,150.80
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,09.05.2017,16.10.2017,GPC09170000192,29.07
Stockport MBC,Services to People,Childrens & Educational Services,WORKWEAR EXPRESS LIMIT,Publicity and Promotion,Facilities & Management Services  ,25.09.2017,16.10.2017,GPC09170000193,254.27
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK,Publicity and Promotion,Facilities & Management Services  ,26.09.2017,16.10.2017,GPC09170000194,13.74
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK RETAIL AMAZO,Furniture and Equipment,Environmental Services Technical Equipment ,28.09.2017,16.10.2017,GPC09170000195,29.99
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,09.04.2017,16.10.2017,GPC09170000196,23.40
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,09.06.2017,16.10.2017,GPC09170000197,10.00
