"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2019-08-28","5194.6","71200000 71600000 71310000 71330000 71350000 71322000 45212314 |71000000 73000000 |71000000 71200000 71240000 71242000 71243000 71244000 71245000 71246000 71247000 71248000 71310000 71311000 71311300 71315000 71315200 71315210 71420000 71421000 71530000 71541000 |71220000 |71315200 |71200000 |71000000 |73210000 |71000000 |45212350 71222000 71223000 45261910 45261920 45260000 45261900 71210000 71221000 71251000 71200000 71000000 45212212 71220000 71250000 71240000 |45212350 |71730000 71631000 |71000000 |71251000 71250000 71315300 "
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2019-09-30","10731","71200000 71600000 71310000 71330000 71350000 71322000 45212314 |71000000 73000000 |71000000 71200000 71240000 71242000 71243000 71244000 71245000 71246000 71247000 71248000 71310000 71311000 71311300 71315000 71315200 71315210 71420000 71421000 71530000 71541000 |71220000 |71315200 |71200000 |71000000 |73210000 |71000000 |45212350 71222000 71223000 45261910 45261920 45260000 45261900 71210000 71221000 71251000 71200000 71000000 45212212 71220000 71250000 71240000 |45212350 |71730000 71631000 |71000000 |71251000 71250000 71315300 "
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","2019-10-28","15000","71200000 71600000 71310000 71330000 71350000 71322000 45212314 |71000000 73000000 |71000000 71200000 71240000 71242000 71243000 71244000 71245000 71246000 71247000 71248000 71310000 71311000 71311300 71315000 71315200 71315210 71420000 71421000 71530000 71541000 |71220000 |71315200 |71200000 |71000000 |73210000 |71000000 |45212350 71222000 71223000 45261910 45261920 45260000 45261900 71210000 71221000 71251000 71200000 71000000 45212212 71220000 71250000 71240000 |45212350 |71730000 71631000 |71000000 |71251000 71250000 71315300 "
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2019-11-06","22587","71200000 71600000 71310000 71330000 71350000 71322000 45212314 |71000000 73000000 |71000000 71200000 71240000 71242000 71243000 71244000 71245000 71246000 71247000 71248000 71310000 71311000 71311300 71315000 71315200 71315210 71420000 71421000 71530000 71541000 |71220000 |71315200 |71200000 |71000000 |73210000 |71000000 |45212350 71222000 71223000 45261910 45261920 45260000 45261900 71210000 71221000 71251000 71200000 71000000 45212212 71220000 71250000 71240000 |45212350 |71730000 71631000 |71000000 |71251000 71250000 71315300 "
"EARLY BREAK","ACTIVITIES","EARLY HELP AND SCHOOLS","2014-10-06","6000","75200000 85100000 85144000 |98000000 |44221000 45421100 "
"EARLY BREAK","ACTIVITIES","PUBLIC HEALTH","2019-03-01","67620","75200000 85100000 85144000 |98000000 |44221000 45421100 "
"EARLY BREAK","ACTIVITIES","PUBLIC HEALTH","2019-06-12","53913","75200000 85100000 85144000 |98000000 |44221000 45421100 "
"EARLY BREAK","ACTIVITIES","PUBLIC HEALTH","2019-08-28","49502","75200000 85100000 85144000 |98000000 |44221000 45421100 "
"EARLY BREAK","ACTIVITIES","PUBLIC HEALTH","2019-12-10","49502","75200000 85100000 85144000 |98000000 |44221000 45421100 "
"EARLY BREAK","GRANTS TO THE NON VOLUNTARY SECTOR","CUSTOMERS & CORPORATE SERVICES","2014-10-14","34196.2","75200000 85100000 85144000 |98000000 |44221000 45421100 "
"EDGE HILL UNIVERSITY","TRAINING-QUALIFICATION","ECONOMY AND ENVIRONMENT","2015-07-21","12700","85100000 85148000 85147000 75122000 85140000 |79810000 22100000 22000000 79811000 79800000 |48190000 |73110000 |80000000 |79000000 |39162000 |80320000 |85100000 "
"EDGE HILL UNIVERSITY","GRANTS TO THE NON VOLUNTARY SECTOR","ECONOMY DIRECTORATE","2017-01-26","10000","85100000 85148000 85147000 75122000 85140000 |79810000 22100000 22000000 79811000 79800000 |48190000 |73110000 |80000000 |79000000 |39162000 |80320000 |85100000 "
"EDGE HILL UNIVERSITY","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","2019-01-09","10500","85100000 85148000 85147000 75122000 85140000 |79810000 22100000 22000000 79811000 79800000 |48190000 |73110000 |80000000 |79000000 |39162000 |80320000 |85100000 "
"ELECTORAL REFORM SERVICES","PRINTING & STATIONERY","RESOURCES","2017-05-22","9765.34","22000000 |22000000 79810000 79824000 |22800000 79800000 |79811000 |22000000 79800000 79810000 |79000000 |22000000 |22100000 |22000000 |79810000 79820000 |79800000 |22821000 |48000000 |79320000 |79810000 |79810000 |79810000 79824000 79823000 79820000 |22821000 |48444100 |22821000 |79800000 |79810000 |79800000 |79800000 |48610000 48600000 22821000 48612000 72212610 48219300 48611000 72320000 |79342000 "
"ELECTORAL REFORM SERVICES","PRINTING & STATIONERY","RESOURCES","2017-05-22","8521.79","22000000 |22000000 79810000 79824000 |22800000 79800000 |79811000 |22000000 79800000 79810000 |79000000 |22000000 |22100000 |22000000 |79810000 79820000 |79800000 |22821000 |48000000 |79320000 |79810000 |79810000 |79810000 79824000 79823000 79820000 |22821000 |48444100 |22821000 |79800000 |79810000 |79800000 |79800000 |48610000 48600000 22821000 48612000 72212610 48219300 48611000 72320000 |79342000 "
"ELECTORAL REFORM SERVICES","EXPENSES - GENERAL","RESOURCES","2019-03-05","5278.44","22000000 |22000000 79810000 79824000 |22800000 79800000 |79811000 |22000000 79800000 79810000 |79000000 |22000000 |22100000 |22000000 |79810000 79820000 |79800000 |22821000 |48000000 |79320000 |79810000 |79810000 |79810000 79824000 79823000 79820000 |22821000 |48444100 |22821000 |79800000 |79810000 |79800000 |79800000 |48610000 48600000 22821000 48612000 72212610 48219300 48611000 72320000 |79342000 "
"ELECTORAL REFORM SERVICES","IT EQUIPMENT","FINANCE SERVICES","2016-10-19","5029.6","22000000 |22000000 79810000 79824000 |22800000 79800000 |79811000 |22000000 79800000 79810000 |79000000 |22000000 |22100000 |22000000 |79810000 79820000 |79800000 |22821000 |48000000 |79320000 |79810000 |79810000 |79810000 79824000 79823000 79820000 |22821000 |48444100 |22821000 |79800000 |79810000 |79800000 |79800000 |48610000 48600000 22821000 48612000 72212610 48219300 48611000 72320000 |79342000 "
"ENVIRONMENT AGENCY","ENGINEERS FEES","ECONOMY DIRECTORATE","2016-03-17","75738.9","73300000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |71300000 71631000 |63120000 |32441000 |50000000 |30100000 |39000000 |92310000 |73000000 |48000000 |77314000 |71222200 |90500000 |80430000 |80510000 80330000 |38000000 |73000000 |79342000 |64120000 |79212000 |79210000 |71315000 71251000 |73112000 45454100 98360000 90700000 |73110000 |98113000 |24320000 38000000 |90710000 |66000000 |66000000 |71351810 |45000000 |72316000 |45262420 |98113000 |90700000 73112000 |71351100 |79341000 79600000 |50334000 |32524000 32523000 72222000 72000000 |34100000 |34100000 |79342200 |50334100 72222300 64200000 71356000 71356300 |24000000 39360000 90733000 90741200 |98363000 |90721600 |73000000 |73000000 |90731100 90731400 90711500 90700000 |44000000 |72320000 |90731000 24321000 |90731100 |70000000 |71600000 |45246400 |45000000 |72500000 |71000000 72300000 72316000 72322000 |71351200 |45112700 45112710 |79411000 |73000000 |45243600 |24100000 |65000000 71000000 73000000 90700000 |9071"
"ENVIRONMENT AGENCY","SITE INVESTIGATION","ECONOMY DIRECTORATE","2017-03-13","120000","73300000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |71300000 71631000 |63120000 |32441000 |50000000 |30100000 |39000000 |92310000 |73000000 |48000000 |77314000 |71222200 |90500000 |80430000 |80510000 80330000 |38000000 |73000000 |79342000 |64120000 |79212000 |79210000 |71315000 71251000 |73112000 45454100 98360000 90700000 |73110000 |98113000 |24320000 38000000 |90710000 |66000000 |66000000 |71351810 |45000000 |72316000 |45262420 |98113000 |90700000 73112000 |71351100 |79341000 79600000 |50334000 |32524000 32523000 72222000 72000000 |34100000 |34100000 |79342200 |50334100 72222300 64200000 71356000 71356300 |24000000 39360000 90733000 90741200 |98363000 |90721600 |73000000 |73000000 |90731100 90731400 90711500 90700000 |44000000 |72320000 |90731000 24321000 |90731100 |70000000 |71600000 |45246400 |45000000 |72500000 |71000000 72300000 72316000 72322000 |71351200 |45112700 45112710 |79411000 |73000000 |45243600 |24100000 |65000000 71000000 73000000 90700000 |9071"
"ENVIRONMENT AGENCY","SITE INVESTIGATION","ECONOMY DIRECTORATE","2017-10-04","30000","73300000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |73000000 |71300000 71631000 |63120000 |32441000 |50000000 |30100000 |39000000 |92310000 |73000000 |48000000 |77314000 |71222200 |90500000 |80430000 |80510000 80330000 |38000000 |73000000 |79342000 |64120000 |79212000 |79210000 |71315000 71251000 |73112000 45454100 98360000 90700000 |73110000 |98113000 |24320000 38000000 |90710000 |66000000 |66000000 |71351810 |45000000 |72316000 |45262420 |98113000 |90700000 73112000 |71351100 |79341000 79600000 |50334000 |32524000 32523000 72222000 72000000 |34100000 |34100000 |79342200 |50334100 72222300 64200000 71356000 71356300 |24000000 39360000 90733000 90741200 |98363000 |90721600 |73000000 |73000000 |90731100 90731400 90711500 90700000 |44000000 |72320000 |90731000 24321000 |90731100 |70000000 |71600000 |45246400 |45000000 |72500000 |71000000 72300000 72316000 72322000 |71351200 |45112700 45112710 |79411000 |73000000 |45243600 |24100000 |65000000 71000000 73000000 90700000 |9071"
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","2019-01-15","7500","98351110 |75242110 79940000 |75242110 |66000000 |79900000 75240000 79714000 98351110 |75242110 79940000 98351110 |75242110 |75242110 |75242110 "
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","2019-09-05","7500","98351110 |75242110 79940000 |75242110 |66000000 |79900000 75240000 79714000 98351110 |75242110 79940000 98351110 |75242110 |75242110 |75242110 "
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","2019-11-13","7500","98351110 |75242110 79940000 |75242110 |66000000 |79900000 75240000 79714000 98351110 |75242110 79940000 98351110 |75242110 |75242110 |75242110 "
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","2019-11-19","7500","98351110 |75242110 79940000 |75242110 |66000000 |79900000 75240000 79714000 98351110 |75242110 79940000 98351110 |75242110 |75242110 |75242110 "
"EQUITA LIMITED","TRANSACTIONS-EXPENDITURE","NEIGHBOURHOODS AND ENVIRONMENT","2019-12-09","15000","98351110 |75242110 79940000 |75242110 |66000000 |79900000 75240000 79714000 98351110 |75242110 79940000 98351110 |75242110 |75242110 |75242110 "
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","2015-05-22","22672.1","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
"ERNST & YOUNG LLP","CONSULTANT FEES","EARLY HELP AND SCHOOLS","2015-06-24","27342.2","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","2016-01-04","5446.4","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","2016-01-14","6987.4","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","2016-01-14","6590.56","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","2016-12-22","6626.07","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
"ERNST & YOUNG LLP","CONSULTANTS FEES","EARLY HELP AND SCHOOLS","2018-01-30","9331.56","72000000 |72000000 |72221000 72224000 79414000 |79000000 |79000000 |72224000 |72000000 |79410000 |79900000 |79212000 |79410000 |79212000 |72224000 |79000000 |79212000 |72500000 72600000 |66170000 79400000 |66171000 79412000 |66171000 79412000 |72221000 79311400 79400000 |80000000 |79212000 79212200 79200000 79210000 79212100 |80000000 |66171000 |79400000 |79000000 |66122000 |79410000 |79410000 |73000000 |79200000 |72224000 |79410000 |72221000 |79410000 |79400000 |79400000 |79410000 |79411000 |73000000 |79410000 |79410000 |79410000 |79212000 |66171000 |72221000 |79411000 |79410000 |79000000 |79400000 |79400000 |66171000 79412000 |66171000 72221000 72224000 |71311210 |79414000 |72000000 |79000000 |79411000 79414000 |79400000 |66171000 |79996000 |79400000 |72000000 |79311410 79410000 |73000000 |73000000 |73000000 |73000000 |71241000 |72224000 79400000 |79400000 |79400000 |71311200 |79221000 |73000000 |79412000 |73000000 |72221000 79411000 |72221000 79411000 |72221000 79411000 |73000000 |66170000 |90712100 |72000"
