"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","21090","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","21280","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","13680","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","14060","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","18953","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","18854","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","18164","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","15200","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","15200","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","23180","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-09","22800","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-10","18854","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","6250","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","5000","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","5000","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","7500","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","16000","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","9250","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","2015-09-15","12000","48000000 |72000000 |35410000 |50117000 |72000000 |48000000 |48000000 |72000000 |79100000 |72000000 |71356300 |79811000 |50211210 |66171000 79221000 79411000 |79400000 |71356300 |48000000 |79411000 |30232110 |30210000 |30210000 |72000000 |72000000 |79000000 |66171000 79411000 |79620000 |71356000 |38510000 |38970000 |03140000 |03140000 |75211200 |73110000 |79611000 |70000000 75000000 90000000 |48312000 |72000000 |79315000 |72000000 |79410000 |73110000 79311400 |48000000 |72000000 |72000000 |32000000 |32000000 |35811300 |90721000 |71500000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 64000000 79571000 |30130000 30144000 48000000 60161000 6400"
