"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"ROYAL MAIL GROUP PLC","POSTAGE","CUSTOMERS & CORPORATE SERVICES","2015-09-14","5024.49","30130000 30144000 48000000 60161000 64000000 79571000 "
"ROYAL MAIL GROUP PLC","POSTAGE","FINANCE SERVICES","2016-05-09","8654.71","30130000 30144000 48000000 60161000 64000000 79571000 "
"ROYAL MAIL GROUP PLC","POSTAGE","FINANCE SERVICES","2016-06-13","11578.4","30130000 30144000 48000000 60161000 64000000 79571000 "
"ROYAL MENCAP SOCIETY","SUPPORTED LIVING","LEARNING DIS & MENTAL HEALTH","2017-03-10","33436","85000000 98000000 85320000 |98000000 |85000000 |85000000 |85310000 85312000 85311000 |98000000 |98000000 |85000000 |70333000 85100000 85300000 |80000000 |85300000 85310000 85320000 85000000 |85000000 |70333000 85000000 |85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2017-11-14","17867.9","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2017-12-04","17867.9","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-01-03","17867.9","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-01-31","17867.9","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-02-28","17867.9","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-03-20","17867.9","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-04-30","17867.9","85000000 |85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-06-04","17867.9","85000000 |85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-06-29","17867.9","85000000 |85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-10-10","17133.1","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-11-07","17133.1","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-12-10","15663.5","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-01-03","17133.1","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-01-31","17133.1","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-02-28","17133.1","85000000 "
"SAFENET DOMESTIC ABUSE SERVICE","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-03-26","17133.1","85000000 "
"SCARAB SWEEPERS LIMITED","VEHICLE MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","2016-11-08","5610","34114000 |34921100 |34921100 |34100000 34210000 50117000 "
"SCHNEIDER ELECTRIC LIMITED","PROPERTY - WORKS ELEMENT","NEIGHBOURHOODS AND ENVIRONMENT","2017-04-07","16176","42961100 |42961100 |72250000 "
"SCHNEIDER ELECTRIC LIMITED","SPECIFIED MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","2018-03-14","16500","35121000 |72250000 "
"SCHNEIDER ELECTRIC LIMITED","REPAIRS & ALTS OF BUILDINGS","NEIGHBOURHOODS AND ENVIRONMENT","2018-03-23","8279.99","35121000 |72250000 "
"SECURITY PLUS LIMITED","SECURITY","LEARNING DIS & MENTAL HEALTH","2016-10-05","8000","44421790 |66100000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","2016-10-12","28451","44421790 |66100000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","2017-02-02","5336","44421790 |66100000 |35000000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","2017-04-11","8000","44421790 |66100000 |35000000 |79710000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","2017-05-31","28255.4","44421790 |66100000 |35000000 |79710000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","2017-07-11","28232","44421790 |79710000 |66100000 |35000000 |79710000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","SECURITY","NEIGHBOURHOODS AND ENVIRONMENT","2017-09-07","8000","44421790 |79710000 |66100000 |35000000 |79710000 |79710000 79940000 66000000 |79710000 66112000 |66112000 |79710000 60000000 "
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","2018-06-05","29590","79710000 |79710000 |66100000 |64000000 79710000 |35000000 |79710000 |79710000 79940000 66000000 |79710000 66112000 |79710000 60000000 |79000000 |79710000 |79710000 |66100000 |64000000 79710000 |35000000 |79710000 |79710000 79940000 66000000 |79710000 66112000 |79710000 60000000 |79000000 "
"SECURITY PLUS LIMITED","TRANSACTIONS-EXPENDITURE","EARLY HELP AND SCHOOLS","2019-05-22","27740.8","79710000 |79710000 |66100000 |79710000 |64120000 |60000000 66110000 79710000 79713000 |63712400 |64000000 79710000 |79710000 66112000 |79000000 "
"SIGNIS LIMITED","FEES / COMMISSION","CHILDREN’S SOCIAL CARE","2017-11-06","8600","48200000 |85320000 "
"SIGNIS LIMITED","CONTRACTS","CHILDREN’S SOCIAL CARE","2019-11-11","8600","48000000 72000000 |72222300 85300000 "
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-12-18","13363.7","32430000 72720000 |72000000 |32420000 |30213200 30213300 |30233300 |72600000 72260000 72250000 |72261000 72268000 |44316400 |48218000 |30200000 |48000000 |30200000 |30000000 48000000 72000000 |30200000 |48000000 72000000 |30000000 |48000000 |72000000 |32250000 |30000000 48000000 |48000000 72000000 |30200000 |48100000 |72000000 |30200000 |30200000 |30200000 |71356300 |30200000 |30200000 |48000000 |48000000 |30200000 |30200000 |30200000 |30200000 |32400000 |48000000 72000000 |48731000 48732000 |72261000 |48000000 |48214000 |48000000 |72261000 |72000000 48800000 |72000000 48800000 |48000000 |48218000 |72261000 |30000000 48000000 |48000000 |48000000 |30000000 |48000000 |48000000 72000000 |48420000 |30200000 |48000000 |30000000 |32321200 |48000000 |32420000 |48000000 |48700000 |72000000 |48000000 50000000 72000000 |48000000 |48000000 72000000 |48000000 |72000000 |48000000 |48210000 |72000000 |32232000 |72000000 |48820000 |72000000 |48000000 |30200000 |79800000 "
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-12-19","23289.3","32430000 72720000 |72000000 |32420000 |30213200 30213300 |30233300 |72600000 72260000 72250000 |72261000 72268000 |44316400 |30100000 |48218000 |30200000 |48000000 |30200000 |30000000 48000000 72000000 |30200000 |48000000 72000000 |30000000 |48000000 |72000000 |32250000 |30000000 48000000 |48000000 72000000 |30200000 |48100000 |72000000 |30200000 |30200000 |30200000 |71356300 |30200000 |30200000 |48000000 |48000000 |30200000 |30200000 |30200000 |30200000 |32400000 |48000000 72000000 |48731000 48732000 |72261000 |48000000 |48214000 |48000000 |72261000 |72000000 48800000 |72000000 48800000 |48000000 |48218000 |72261000 |30000000 48000000 |48000000 |48000000 |30000000 |48000000 |48000000 72000000 |48420000 |30200000 |48000000 |30000000 |32321200 |48000000 |32420000 |48000000 |48700000 |72000000 |48000000 50000000 72000000 |48000000 |48000000 72000000 |48000000 |72000000 |48000000 |48210000 |72000000 |32232000 |72000000 |48820000 |72000000 |48000000 |30200000 |79800000 "
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-01-03","37463.1","32430000 72720000 |72000000 |32420000 |72000000 |51611100 |79411000 |50312600 |72600000 72260000 72250000 |72261000 72268000 |48218000 |44316400 |48000000 |30100000 |48600000 48700000 |72000000 |48611000 |32000000 |72611000 |72000000 |72000000 |48000000 |72600000 |30000000 |30200000 |30200000 |30200000 |30200000 |30200000 |30200000 |72222300 |30231000 |72222300 |72222300 |30200000 |30200000 |30231000 48000000 |30200000 |30000000 |30200000 |30200000 |72000000 |30000000 48000000 |72000000 |72416000 |71311210 |48000000 |30200000 |48100000 |30200000 |72000000 |30200000 |30200000 |48000000 |48000000 |48000000 |48800000 |48000000 |30200000 |48218000 |30200000 |30200000 |30200000 |30200000 |48000000 72200000 |48100000 |48000000 |72400000 |48600000 |72300000 |72267000 |48218000 |48000000 |32000000 |48000000 |30100000 |48218000 72212218 |72000000 |72000000 |48517000 |48000000 |30000000 |48000000 |48820000 51611100 |48000000 |48000000 |30200000 |30200000 |30200000 |48820000 |48000000 72000000 |48000000 72000000 |480000"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-02-27","40000","32430000 72720000 |48000000 |72000000 |32420000 |72000000 |51611100 |79411000 |50312600 |72600000 72260000 72250000 |32250000 |48218000 |44316400 |48000000 |30200000 |30200000 |30200000 |48000000 |72000000 |48482000 |48000000 |30100000 |48600000 48700000 |30200000 |44316400 48000000 |48000000 |72611000 |72000000 |30000000 48000000 |72000000 |32250000 |72600000 |30000000 |30200000 |48611000 |32000000 |72611000 |72000000 |72000000 |48000000 |72600000 |30000000 |30200000 |30200000 |30200000 |30200000 |30200000 |30200000 |72222300 |30231000 |72222300 |30200000 |30200000 |30231000 48000000 |30200000 |30000000 |30200000 |30200000 |72000000 |30000000 48000000 |72000000 |72416000 |71311210 |48000000 |30200000 |48100000 |30200000 |72000000 |30200000 |30200000 |48000000 |48000000 |48000000 |48800000 |48000000 |30200000 |30200000 |30200000 |30200000 |30200000 |48000000 72200000 |48100000 |48000000 |72400000 |48600000 |72300000 |72267000 |48218000 |48000000 |32000000 |48000000 |30100000 |48218000 72212218 |72000000 |7200"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-04","38458.4","72000000 |32430000 72720000 |48000000 |72000000 |32420000 |72000000 |51611100 |79411000 |50312600 |32250000 |48218000 |44316400 |48000000 |48000000 |48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |30200000 |30200000 |30200000 |48000000 |72000000 |48482000 |48000000 |48000000 |72000000 |80560000 |30100000 |48600000 48700000 |30200000 |30200000 |44316400 48000000 |44316400 |48000000 |48000000 |48000000 |72611000 |48000000 |72000000 |30000000 48000000 |72000000 |32250000 |30200000 |72600000 |30200000 |48611000 |32000000 |72611000 |48000000 |72000000 |72000000 |48000000 |72600000 |30000000 |30200000 |30200000 |30200000 |30200000 |30200000 |30200000 |72222300 |30231000 |72222300 |30200000 |30200000 |30231000 48000000 |30200000 |30000000 |30200000 |30200000 |72000000 |30000000 48000000 |72000000 |72416000 |71311210 |30200000 |48100000 |30200000 |72000000 |30200000 |30200000 |48000000 |48000000 |48000000 |48800000 |48000000 |30200000 |30200000 |30200000 |30200"
"SPECIALIST COMPUTER CENTRES PLC","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-17","5657.76","72000000 |32430000 72720000 |48000000 |72000000 |32420000 |72000000 |51611100 |79411000 |50312600 |32250000 |48218000 |44316400 |48000000 |48000000 |48000000 |30200000 |30200000 |48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |30200000 |30200000 |30200000 |48000000 |72000000 |48482000 |48000000 |48000000 |72000000 |80560000 |30100000 |48600000 48700000 |30200000 |30200000 |44316400 48000000 |44316400 |48000000 |48000000 |48000000 |72611000 |48000000 |72000000 |30000000 48000000 |72000000 |32250000 |30200000 |72600000 |30200000 |48611000 |32000000 |72611000 |48000000 |72000000 |72000000 |48000000 |72600000 |30000000 |30200000 |30200000 |30200000 |30200000 |30200000 |30200000 |72222300 |30231000 |72222300 |30200000 |30200000 |30231000 48000000 |30200000 |30000000 |30200000 |30200000 |72000000 |30000000 48000000 |72000000 |72416000 |71311210 |30200000 |48100000 |30200000 |72000000 |30200000 |30200000 |48000000 |48000000 |48800000 |48000000 |30200000 |30200"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-24","451074","72000000 |32430000 72720000 |48000000 |72000000 |32420000 |72000000 |51611100 |79411000 |50312600 |32250000 |48218000 |79411000 |44316400 |48000000 |48000000 |48000000 |30200000 |30200000 |48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |30200000 |30200000 |30200000 |48000000 |72000000 |48482000 |48000000 |48000000 |72000000 |80560000 |30100000 |48600000 48700000 |30200000 |44316400 48000000 |44316400 |48000000 |48000000 |48000000 |72611000 |48000000 |72000000 |30000000 48000000 |72000000 |32250000 |30200000 |72600000 |30200000 |48611000 |32000000 |72611000 |48000000 |72000000 |72000000 |48000000 |72600000 |30000000 |30200000 |30200000 |30200000 |30200000 |30200000 |30200000 |72222300 |30231000 |72222300 |30200000 |30200000 |30231000 48000000 |30200000 |30000000 |30200000 |30200000 |72000000 |30000000 48000000 |72000000 |72416000 |71311210 |30200000 |48100000 |30200000 |72000000 |30200000 |30200000 |48000000 |48000000 |48800000 |48000000 |30200000 |30200"
"SPECIALIST COMPUTER CENTRES PLC","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","2019-07-03","84907.2","72000000 |32430000 72720000 |48000000 |72000000 |32420000 |72000000 |51611100 |79411000 |32250000 |79411000 |44316400 |48000000 |30234500 |48000000 |72267100 |48000000 |50312610 35820000 |30200000 |30200000 |30200000 |48000000 |30200000 |30200000 |48000000 |48000000 |48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |30200000 |30200000 |30200000 |48000000 |48482000 |48000000 |48000000 |72000000 |80560000 |30100000 |48600000 48700000 |30200000 |44316400 48000000 |44316400 |48000000 |48000000 |48000000 |72611000 |48000000 |72000000 |30000000 48000000 |72000000 |32250000 |30200000 |72600000 |30200000 |48611000 |32000000 |72611000 |48000000 |72000000 |72000000 |48000000 |72600000 |30000000 |30200000 |30200000 |30200000 |30200000 |30200000 |72222300 |30231000 |72222300 |30200000 |30200000 |30231000 48000000 |30200000 |30000000 |30200000 |30200000 |72000000 |30000000 48000000 |72000000 |72416000 |71311210 |30200000 |48100000 |30200000 |30200000 |30200000 |480000"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-11-26","23983.8","72000000 |32430000 72720000 |48000000 |72000000 |32420000 |48000000 |72000000 |51611100 |79411000 |32250000 |72222300 |72222300 |32531000 |72600000 |48000000 |30234500 |48000000 |48000000 |72100000 |30213100 |30232000 30232100 |72000000 |30200000 |30237135 |30210000 |72500000 |48000000 |48000000 |32250000 |48000000 |48000000 |48800000 |48517000 |30000000 |48000000 |48000000 |48000000 |48000000 |32250000 |72222300 |72222300 |72000000 |72267100 |44316400 |48000000 |50312610 35820000 |30200000 |30200000 |30200000 |48000000 |30200000 |30200000 |72222300 |48000000 |48000000 |48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |44316400 48000000 |30200000 |30200000 |30200000 |48000000 |48482000 |48000000 |48000000 |72000000 |80560000 |48600000 48700000 |30200000 |44316400 48000000 |44316400 |48000000 |48000000 |48000000 |72611000 |48000000 |72000000 |30000000 48000000 |72000000 |32250000 |30200000 |72600000 |48611000 |32000000 |48000000 |72000000 |72000000 |48000000 |72600000 |30000"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","CUSTOMERS & CORPORATE SERVICES","2014-10-09","46670","48000000 |72000000 "
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2014-11-12","5481.85","48000000 |72000000 |30200000 "
"SPECIALIST COMPUTER CENTRES PLC","IT EQUIPMENT","CUSTOMERS & CORPORATE SERVICES","2015-01-20","46550.1","48000000 |72000000 |30200000 "
"SPECIALIST COMPUTER CENTRES PLC","IT EQUIPMENT","CUSTOMERS & CORPORATE SERVICES","2015-02-17","12898.6","48000000 |72000000 |30200000 "
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","CUSTOMERS & CORPORATE SERVICES","2015-02-26","26904.9","48000000 |72000000 |30200000 "
"SPECIALIST COMPUTER CENTRES PLC","IT EQUIPMENT","PROPERTY AND HIGHWAYS","2015-03-02","22315.1","48000000 |72000000 |30200000 "
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","CUSTOMERS & CORPORATE SERVICES","2015-05-28","5599.36","48000000 |72600000 |48000000 |48812000 72611000 |32300000 30230000 |48000000 |72000000 |30200000 "
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2015-11-06","27899.1","48000000 |32430000 72720000 |72600000 |48000000 |72611000 |48812000 72611000 |48000000 |48730000 48731000 48732000 |48000000 |48000000 |48000000 |48000000 |72000000 |30200000 |64200000 "
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-01-22","77608.5","48000000 |32430000 72720000 |72600000 |72000000 |48000000 |30000000 |30210000 |48000000 |72611000 |48812000 72611000 |48000000 |48730000 48731000 48732000 |48000000 |48000000 |48000000 |48000000 |72000000 |30200000 |64200000 |30000000 "
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-07","41391.2","48000000 |32430000 72720000 |72261000 72268000 |72600000 |72000000 |48000000 |32232000 |48000000 |48000000 |72000000 |48820000 |48000000 |72000000 |30210000 |48000000 |72611000 |48812000 72611000 |48000000 |48730000 48731000 48732000 |48000000 |48000000 |48000000 |48000000 |72000000 |30200000 |64200000 "
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-11-22","33988.3","32430000 72720000 |30213200 30213300 |72610000 |72600000 72260000 72250000 |72261000 72268000 |44316400 |72000000 |48000000 |30200000 |72000000 |48000000 |30000000 |48000000 |30000000 |48000000 |48000000 |48000000 |48000000 |48000000 72000000 |48000000 |72000000 |48000000 |48000000 |48210000 |72000000 |32232000 |48000000 |48000000 |72000000 |48820000 |72000000 |30210000 |48000000 |72000000 |30200000 |64200000 "
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-12-20","14755.3","30200000 |32430000 72720000 |30213200 30213300 |72610000 |72600000 72260000 72250000 |72261000 72268000 |44316400 |72000000 |48000000 |30200000 |72000000 |48000000 |30000000 |48000000 |30000000 |48000000 |48000000 |48000000 |48000000 |48000000 72000000 |48000000 |72000000 |48000000 |48000000 |48210000 |72000000 |32232000 |48000000 |48000000 |72000000 |48820000 |72000000 |48000000 |72000000 |30200000 |64200000 |79800000 "
